id,last_name,first_name,description,status,status_expired_set,current_status_interview,datenquelle,adresse,strasse,hausnummer,plz,arbeitsort,wohnort,wunscharbeitsort,umzugszwang,available,regionale_verfuegbarkeit,position_now,next_career_step,qualification,department,short_note,long_note,e_mail,tel,linkedin,anlage_wann,minicrm_id,how_where_contacted
196,Weber,Lena,,contacted,,,,,,,,,,,,,,,,Facharzt,"Radiologie, Neuroradiologie",,Neuroradiologie,lena.weber@yahoo.de,+49 1871623683,,48113-11-21 00:00:01,2qqaxypoyn0hqhv8xyxm1i61ii8y8e,
199,Krüger,Julia,Dr.,contacted,,,,,,,,,,,,,,,,Facharzt,"Radiologie, Neuroradiologie",,,julia.krüger@web.de,+49 1604989914,,48113-11-21 00:00:01,104lmd9ujw284rwowk6k1249jhbnzg,
200,Schneider,Sarah,Dr.,contacted,,,,,,,,,,,,,,,,Facharzt,"Radiologie, Neuroradiologie",,,sarah.schneider@web.de,+49 1050412103,,48113-11-21 00:00:01,18333oefwm25z6puapr61eirr17xil,
201,Koch,Paula,Dr.,contacted,,,,,,,,,,,,,,,,Facharzt,"Radiologie, Neuroradiologie",,,paula.koch@yahoo.de,+49 1589502911,,48113-11-21 00:00:01,1r5p1egsqp08v9t0e16a2amc6r6xx3,
202,Becker,Lisa,,contacted,,,,,,,,,,,,,,,,Facharzt,"Radiologie, Neuroradiologie",,"interessiert Gesellschafter oder eine Leitungsfunktion (Schnittbilddiagnostik, Neuroradiologie, MSK, Thorax- und Abdominalradiologie)",lisa.becker@web.de,+49 1169403348,,48113-11-21 00:00:01,2nrpuc6y7y1orlhedaio10yzmtt3dc,
204,Wagner,Mara,,contacted,,,,,,,,,,,,,,,,Facharzt,"Radiologie, Neuroradiologie",will Selbstständig werden,,mara.wagner@web.de,+49 1831981188,,48113-11-21 00:00:01,0gw6ef4bdb0b4ye8y2jt25gqi2r0de,
206,Hartmann,Mara,Dr.,interested,,,,,,,,,,,,,,,,Facharzt,"Radiologie, Neuroradiologie",Ltd. OA Neuroradiologie,"grundsätzlich an interessanten Angeboten interessiert

St. Gallen angebiten",mara.hartmann@outlook.com,+49 1195148258,,2025-11-10 23:59:00,1a8o07vc33052f57qlzl2k4kxrqt1r,LinkedIn
208,Bauer,Mila,Dr.,contacted,,,,,,,,,,,,,,,,Facharzt,"Radiologie, Neuroradiologie",,,mila.bauer@yahoo.de,+49 1691715998,,48113-11-21 00:00:01,28f349vxaw2kcxem3ggt1zew58sbzb,
209,Schwarz,Lea,Dr.,contacted,,,,,,,,,,,,,,,,Facharzt,"Radiologie, Neuroradiologie",,Neuroradiologie,lea.schwarz@yahoo.de,+49 1545565552,,48113-11-21 00:00:01,1zsrxk0ath13o06mvshp126m3dtnfr,
210,Becker,Elena,Dr.,contacted,,,,,,,,,,,,,,,,Facharzt,"Radiologie, Neuroradiologie",,,elena.becker@gmail.com,+49 1114317667,,48113-11-21 00:00:01,2k4153q4pc21ph6bj7zh134bmg4k95,
212,Wolf,Anna,Dr.,contacted,,,,,,,,,,,,,,Chefarzt,"Chefarzt, Standortleiter",Facharzt,"Radiologie, Neuroradiologie",,ist seit 07/2020 Chefarzt dort,anna.wolf@web.de,+49 1026308405,,48113-11-21 00:00:01,2ebbj93atz12i1s8u7bg2qy522dc7h,
213,Schneider,Lena,,contacted,,,,,,,,,,,,,,,,Facharzt,"Radiologie, Neuroradiologie",,,lena.schneider@yahoo.de,+49 1480193500,,48113-11-21 00:00:01,1rxr3bomzw0byfbr692s0bevvkvemr,
211,Koch,Mara,Dr.,interested,,,,,,,,,,hamburg,False,Hamburg,,"Ltd. OA, Standortleiter","Ltd. OA, Chefarzt, Standortleiter, Gesellschafter",Facharzt,"Radiologie, Neuroradiologie",will CA Radiologie und Neuroradiologie in HH und Umbebung,"erst 06/2020 neue OA Stelle angefangen

02/2025: Alex: Kontakt nur über Linkedin: Hamburg und nähere Umgebung, Zunächst grundsätzlich orientierend an dem Gehalt eines Standortleiters",mara.koch@web.de,+49 1746784614,,2025-02-19 23:59:00,0hpdtvb9ag2r1knxg8a91am3l7at9x,LinkedIn
195,Bauer,Elena,Dr.,interested,,,,,,,,,,koblenz,,,,,,Facharzt,"Radiologie, Neuroradiologie",sucht in Koblenz,sucht in Koblenz,elena.bauer@outlook.com,+49 1945618805,,48113-11-21 00:00:01,1wvj6rklmt2gr9kwo9z517okbgzbuw,
197,Neumann,Laura,,interested,,,,,,,,,,dortmund,,,,,,Facharzt,"Radiologie, Neuroradiologie",interventionell und nur um Dortmund Radius 50km,interventionell und nur um Dortmund Radius 50km,laura.neumann@web.de,+49 1423928682,,48113-11-21 00:00:01,1yawcn4ste2af76ejb8u1zu0f39kty,
205,Schwarz,Paula,,contacted,,,,,,,,,,stuttgart,,,,,,Facharzt,"Radiologie, Neuroradiologie",med360 Stuttgart Leitung,,paula.schwarz@gmail.com,+49 1497442597,,48113-11-21 00:00:01,1y1ow1arur2pnb6a5qhl09mdeqlqqf,
220,Krüger,Lisa,Dr.,interested,,,,,,,,,,,,,,Ltd. OA,"Ltd. OA, Chefarzt, Standortleiter, Gesellschafter",Facharzt,"Radiologie, Neuroradiologie",verhandelt mit seinem AG,"Tel. am 24.04.2025
Kennt den aktuellen Leitenden OA in Lübeck Hr. Dyzmann (Bitte diese Info vertraulich behandeln)

Kann sich gut vorstellen nach Lübeck umzuziehen. Findet die Region schön. 
Kann auch auf elektive Neurointerventionen verzichten. 
Macht im Momant max 7 Dienste pro Monat. Bei 10 wäre KO Kriterium. 
Verhandelt mit dem aktuellen AG in den nächsten 14 Tagen
Hat außerdem ein Angebot aus einer Praxis mit 300k p.a. ohne Dienste und ohne WE
Habe gesagt, dass unsere Range 200-240k liegt. Ist auch bereit für weniger als 300k zu arbeiten. 

Unsere einzige Chance ist, wenn seine Frau auch eine Stelle am Klinikum bekommt. Sie ich Abdominal- und Thorax- Chirurgin!!!",lisa.krüger@outlook.com,+49 1833144059,,2025-04-23 23:59:00,2hvjnlea3u07sx0bts7a03qd8sfiq4,
222,Müller,Laura,Dr.,interested,,,,,,,,,,,,,,Ltd. OA,"Ltd. OA, Chefarzt",Facharzt,"Radiologie, Neuroradiologie",will CA Radiologie und Neuroradiologie,"Tel. am 18.03.2025
Arbeitet als Ltd. OA in Dortmund. Für ihn wäre Lüdenscheid ein „Abstieg“. Er findet, dass nicht jedes KH versuchen muss unbedingt eine eigene Stroke-Unit aufzubauen. 
Er kann alles, auch AVM, Aneurysma und Fistel. Familie hat ein Haus in Halver aber ist privat mit dem Rheinland verbunden. 
Für ihn wäre der nächste Schritt entweder Münster, Krupp oder Merheim. Vielleicht auch in Leverkusen möglich. Kann gerne eine neue Abteilung aufbauen. 
Kommt selbst aus der Neurologie. Hat aber FA in Radiologie und Neuroradiologie. Will keine Diagnostik machen, nur Interventionen.
Machen am Klinikum Dortmund aktuell 150-200 Aneurysmen und ca. 400 Thrombektomien. 
Suchen selbst auch einfache Radiologen und Radiologen die Weiterbildung in Neuroradiologie machen wollen. 
Sehr angenehmer Kontakt. Wir bleiben in Verbindung. 

St. Gallen angefragt",laura.müller@gmail.com,+49 1856360305,,2025-03-18 23:59:00,14pqo4wo0q0w9uvlnuxy23jfabg9j5,Tel.
227,Hartmann,Elena,Dr.,contacted,,,,,,,,,,,,,,Ltd. OA,"Ltd. OA, Chefarzt, Standortleiter",Facharzt,"Radiologie, Neuroradiologie",sucht in Tschechien,,elena.hartmann@gmail.com,+49 1484180512,,2025-05-29 23:59:00,248k8yzaec2en6b6bm320l6zjr5n82,LinkedIn
307,Becker,Klara,,contacted,,,,,,,,,,,,,,,,Facharzt,Radiologie,,aktuell kein Interesse 11/2020,klara.becker@outlook.com,+49 1024816574,,48113-11-21 00:00:01,1w0pjel6im0vdt7yll191m81vp4ggl,
221,Weber,Alina,Dr.,interested,,,,,,,,,,hamburg,,Hamburg,,Ltd. OA,"Ltd. OA, Chefarzt",Facharzt,"Radiologie, Neuroradiologie",offen in HH,"16.03.2025: vielen Dank für die Nachfrage. Ein Wechsel nach Lübeck kommt für mich aktuell leider nicht in Frage.

Tel. am 23.02.2025                        
seit 2021 FA

Arbeitet als Ltd. OA Neuroradiologie
Wohnen im Norden HH, Frau ist Dermatologin und arbeitet in HH Zentrum
Wollen gerade Haus kaufen und deshalb Umzug noch möglich
Hat seine Habilitation schon fertig, kann aber nicht einreichen, weil schon weg aus Eppendorf. Das wäre ein wichtiger Punkt, ob man sie in Lübeck an der Uni machen könnte? 

Würde gerne mehr Interventionen machen als er jetzt macht. Dafür hat er jetzt auch Homeoffice. 
Verdient auch jetzt ca 220-230k p.a. all in
Wichtig ist, welche Interventionen gemacht werden (Aneurysmen, Fisteln…etc?) und wie die Zahlen im letzten Jahr waren? 

Vereinbart, dass ich mir die Infors hole und dann ihm per Email schreibe. 

St. Gallen angefragt",alina.weber@outlook.com,+49 1469085323,,2025-03-16 23:59:00,18c3976hbo25c5vmhnqk010yvhu5q3,Tel.
224,Wolf,Clara,Prof. Dr.,interested,,,,,,,,,,baden-württemberg,,Baden-Württemberg,,Ltd. OA,"Ltd. OA, Chefarzt",Facharzt,"Radiologie, Neuroradiologie",Würzburg / Heidelberg / BW  / CH - nur CA / Ltd. OA,"Ist in Gesprächen mit einer andern Klinik

St Gallen und Rems Murr abgelehnt.

Tel. am 19.03.2025
01794388694

Er ist familiär an Würzburg bzw. die Region Baden (Heidelberg / BW) gebunden. Will eine Ltd. OA Stelle und 270k. CA muss noch nicht sein. Kann Interventionell alles. 
Ich frage im Robert Bosch für ihn nach. Kann da alles allgm. Radiologie und Interventionelle Neuroradiologie ausbauen (Thrombektomien, Carotisstents und Emolisationen machen). zB als Ltd. OA Neuroradiologie, vereinbart, dass wir in Verbindung bleiben.",clara.wolf@web.de,+49 1119251008,,2025-11-03 23:59:00,2ax1molmxj1djuafmlej1t7v93ungh,Email
223,Becker,Elena,Dr.,contacted,,,,,,,,,,lübeck,,,,Ltd. OA,"Ltd. OA, Chefarzt",Facharzt,"Radiologie, Neuroradiologie",Lübeck und Umgebung,"Tel. 19.03.2025
Ist an Lübeck und Umkreis gebunden. Würde gerne wechseln, weil mit der aktuellen Stelle unglücklich. 
Macht gerne Notfall Interventionen, Optional auch gerne elektive Interventionen. Will wissen, welche Stelle wir ausgeschrieben haben. Ich habe ihm Lüdenscheid angeboten.
Vereinbart, dass ich mich melde, wenn ich etwas im Umkreis habe.",elena.becker@outlook.com,+49 1096307102,,2025-03-19 23:59:00,1rmtpm8n7k0njokp9ctm00w78jzt06,Tel.
225,Becker,Emma,Dr.,interested,,anrufen,,,,,,,,"düsseldorf, essen, nordrhein-westfalen",False,NRW,,Oberarzt,"Oberarzt, Ltd. OA, Standortleiter",Facharzt,"Radiologie, Neuroradiologie",Düsseldorf und Essen und Umgebung,"KF: 3 Monate Quartalsende 
Zieht nach Düsseldorf oder Essen
kann auf Interventionen verzichten wenn dafür keine Dienste. Oder Interventionen aber ohne DIenste an einem MVZ. 
Hat viel Neurointerventionen gemacht und ist dann an die Uni für Diagn. Neuro. 
haben aktuell 180 Stroke. 
Chapeau hat 300.
Will Kardio, Neuro, keine Dienste
gerne Leitung, muss aber nicht. 
gerne auch Prostata",emma.becker@yahoo.de,+49 1913022999,,2025-05-12 23:59:00,03avovywp60xi9w7xe6d2l1l3998g2,Email
226,Zimmermann,Mara,Dr.,contacted,,,,,,,,,,CH,,Schweiz,,Ltd. OA,"Ltd. OA, Chefarzt, Standortleiter, Gesellschafter",Facharzt,"Radiologie, Neuroradiologie",,,mara.zimmermann@yahoo.de,+49 1599494771,,2025-05-29 23:59:00,0ce42w9qkz2mksehaytd1zssuxxdch,LinkedIn
231,Schulz,Lea,,Hot / is searching,,warte auf Rückmeldung,,,,,,,,,,,,Oberarzt,"Ltd. OA, Chefarzt, Standortleiter",Facharzt,"Radiologie, Neuroradiologie",Interventionelle Neuroradiologie,"will sich Anfang Januar melden

tel. Will sich über den Ort weiter informieren, Vereinbart, dass wir telefonieren, sobald ich neue Informationen von Prof.Kramer habe.

schafft es nicht bis zu der Einschulung seiner Tochter nach Lübeck umzuziehen. Vereinbart, dass ich Anfang 2026 wegen Lübeck oder anderer Vakanzen nochmal sprechen, weil sie dann im Sommerferien (Juli 2026) umziehen können. Gerne vorher auch andere Stellen anbieten. 
Segali hat 225k p.a. für Lübeck angeboten. 

macht 200-240 Thrombektomien pa. ist OA an der MHH Hanover. macht 7-10 Dienste. Hat die Zusatzbezeichnung in Neuroradiologie. KFrist ist nur 6 Wochen. 
Hat ein schulpflichtiges Kind. will CV für Lübeck senden diese Woche. 

Rems Murr angeboten",lea.schulz@web.de,+49 1590640996,,2025-11-27 23:59:00,0t5b16jfdp1aheni4h9j1dl6l2dabu,Email
232,Müller,Mila,,interested,,,,,,,,,,,,,,,,Facharzt,"Radiologie, Neuroradiologie",arbeitet im Krupp,Alex hat Bild bei WhatsApp gesendet. Hat bei seinem Lin angeschrieben. Nochmal ansprechen.,mila.müller@yahoo.de,+49 1381885462,,2025-06-22 23:59:00,1zovocmni52nu3nyinci1kvha6fj7z,LinkedIn
236,Schmidt,Paula,,contacted,,,,,,,,,,,,,,Oberarzt,"Ltd. OA, Chefarzt",Facharzt,"Radiologie, Neuroradiologie",Neuroradiologie mit Modul E,,paula.schmidt@gmail.com,+49 1892824031,,2025-07-15 23:59:00,180tkgj76t00m1s22j1m2qh2h97v8k,LinkedIn
237,Müller,Alina,PD Dr.,interested,,,,,,,,,,,,,,Oberarzt,"Ltd. OA, Chefarzt",Facharzt,"Radiologie, Neuroradiologie",Interventionelle Neuroradiologie,"will mit Neurochirurgie

St. Gallen angeboten",alina.müller@yahoo.de,+49 1474508708,,2025-11-11 23:59:00,103ra9qi4b1rtfr3uv0720ua923mh2,LinkedIn
252,Wolf,Clara,PD Dr.,contacted,,warte auf Rückmeldung,,,,,,,,,,,,Oberarzt,"Ltd. OA, Chefarzt",Facharzt,"Radiologie, Neuroradiologie",Interventionelle Neuroradiologie,"hat Modul E.

bei Lin Rems Murr angeboten",clara.wolf@web.de,+49 1465573943,,2025-11-28 23:59:00,28ivctfjm30n88pkj2lw235722qt3n,LinkedIn
243,Hoffmann,Emma,,contacted,,,,,,,,,,,,,,Oberarzt,"Oberarzt, Ltd. OA",Facharzt,"Radiologie, Neuroradiologie",Interventionelle Radiologie,Wien,emma.hoffmann@outlook.com,+49 1094687111,,2025-07-31 23:59:00,0t8cqyzk1l18sbqm4cw31n3ma1zsqa,LinkedIn
244,Krüger,Clara,Dr.,contacted,,,,,,,,,,,,,,Facharzt,"Oberarzt, Ltd. OA",Facharzt,"Radiologie, Neuroradiologie",Neuroradiologie,,clara.krüger@yahoo.de,+49 1346970095,,2025-07-31 23:59:00,0epekbz3pg0bfvlc4p6o1s6fdzvu9i,LinkedIn
241,Klein,Lea,Dr.,interested,,,,,,,,,,"berlin, brandenburg, mecklenburg-vorpommern, schleswig, schleswig-holstein",True,"Brandenburg, Mecklenburg-Vorpommern, Schleswig-Holstein, Berlin",,Oberarzt,Ltd. OA,Facharzt,"Radiologie, Neuroradiologie",Berlin und Norddeutschland,"SP ist Diagnostik und Thorax / Lunge
hat Q1 Herz und will Q2 machen
ungern Prostata
kein Mamma, nur für CA
FA seit 2013
ist 55, geschieden, Kind ist groß
hat MBA gemacht
will keine Anwesenheitsdienste, Rufbereitschaften ist ok
vollzeit
K Frist  1 Monat
aktuell OA mbF
will 220k
Punktieren alles, Tumorablationen, PRT auch alles 
War 3 jahre in Lungenklinik

Hat Becken-Bein Angios nur in der Ausbildung 

Gerne Interventionen / Thrombektomien lernen aber Nuero ZWB muss nicht sein

Per E-Mail Uhrzeit für Telefonat ausmachen",lea.klein@outlook.com,+49 1873932956,,2025-07-26 23:59:00,1dios1jqji0pw8yrgh2o0f78k02u56,Tel.
239,Koch,Lisa,,interested,,,,,,,,,,"heidelberg, mannheim",,,,Oberarzt,"Ltd. OA, Chefarzt, Gesellschafter",Facharzt,"Radiologie, Neuroradiologie",will Ltd. OA mit interv. Neuroradiologie - Mannheim und Umgebung Heidelberg,"wohnt in Mannheim, auch Heidelberg wäre ok
Ende 2023 FA und immer nur an Unis
macht aktuell WB Neuroradiologie
Auch gerne CH
Mitte 2027 ist feritg mit Weiterildung
kann auch allg. Interventionen machen
gerne im ambulanen Bereich ohne Interventionen für Familienzeit
keine Mamma, will weg von der Uni. will gutes Leben aber mit Familienzeit
von interventionen in die niederlassung 
genre gesellschafter

Hallo Herr Likhachev, vielen Dank für Ihre Nachricht. Ich wohne in Mannheim. Falls Sie in Zukunft Angebote in der Region haben, würde ich mich sehr darüber freuen.
Ich werde meinen Schwerpunkt in der Neuroradiologie erst absolvieren. Denken Sie, dass sich das auf das Gehalt auswirkt?",lisa.koch@yahoo.de,+49 1936476240,,2025-07-14 23:59:00,2e9dl3390o2hnskgzfen0qg66m29xo,LinkedIn
245,Schwarz,Nina,Dr.,interested,,,,,,,,,,"düsseldorf, nordrhein-westfalen",,NRW,,Oberarzt,"Ltd. OA, Standortleiter",Facharzt,"Radiologie, Neuroradiologie",Düsseldorf und Umgebung,"Herz Q1 MR und CT
Seit 2022 FA 
SP Neuroradiologie, hat an der Uni HHU alles gemacht. 
Kann langfristig Thrombektomien
Pain point aktuell fahrzeit sehr weit
Gehalt ab 170
über Martinus und Langenfeld gesprochen. Das aktuell angebit ist interessant, weil sich dort viel auch interventionell entwickeln wird. hat auch einen tag HomeOffice",nina.schwarz@outlook.com,+49 1355918227,,2025-08-25 23:59:00,0lx78pusou0z99o7dg870a8f92fykc,Tel.
247,Schneider,Clara,,interested,,,,,,,,,,nordrhein-westfalen,False,NRW,,Ltd. OA,Chefarzt,Facharzt,"Radiologie, Neuroradiologie",nur CA mit interventioneller Neuroradiologie,"ist Ltd. OA in Solingen.
Hat Module E und F 
macht alles 
haben haus gekauft in Unterrath nur Düsseldorf und Umgebung
Wenn dann CA mit Interventionen und gerne auch Bauch und gelenkinterventionen",clara.schneider@web.de,+49 1912625657,,2025-08-27 23:59:00,0eitwqd21p07s15mlaum1ee55ddjwo,Tel.
248,Zimmermann,Anna,Dr.,interested,,,,,,,,,,CH,False,Schweiz,,Ltd. OA,"Ltd. OA, Chefarzt, Standortleiter, Gesellschafter",Facharzt,"Radiologie, Neuroradiologie",Luzern und Zentralschweiz,"Ltd. OA Emmental bei Dr. Knecht. 
Macht SP Neuroradiologie, aber will nur Diagnostisch arbeiten
Wenn dann nur mit HomeOffice interessant 
PainPoint sind Arbeitszeiten
will WorkLife Balance
Fokus Diagnostik
Keine Thrombektomien
Will familienfreundliche Stelle
Pensum 100% gerne weiter aber mit familienfreundlichen Zeiten
Nur CH und in Wohnen in Luzern
Also Zentralschweiz und rund um Luzern, Zürich, Aarau
Gerne auch in ambulante Versorgung
Diagnostik: MSK und Neuro, Sono
Herz nein, Mamma nein, Prostata nein
Hat ein gutes Gehalt , als OA schon 2xx
31 Urlaub und 10 FB Tage",anna.zimmermann@web.de,+49 1965488902,,2025-09-05 23:59:00,1lqrit8sjc130aizg12x0p7wjxbd35,Tel.
254,Schneider,Mara,PD Dr.,interested,,,,,,,,,,,False,,,Oberarzt,"Ltd. OA, Chefarzt",Facharzt,"Radiologie, Neuroradiologie",nur Ltd. OA oder CA Neuroradiologie,Nur Frankfurt und Umgebung. Kann alles Interventionelle Neuroradiologie. Hat Modul E und F. Ist früher aus München nach Frankfurt umgezogen und hat 2 Kinden denen er versprochen hat nicht mehr umzuziehen. Frankfurt und +100km pendeln. Macht auch Dienste. Machen bis 200 Thrombektomien p.a.,mara.schneider@yahoo.de,+49 1156489929,,2025-11-27 23:59:00,1xj1x2sift13ino8b5td00uyzp89jc,Tel.
255,Hoffmann,Lena,Dr.,interested,,,,,,,,,,,,,,Facharzt,"Oberarzt, Ltd. OA",Facharzt,"Radiologie, Neuroradiologie",Interventionelle Neuroradiologie,"nur Raum Frankfurt und rein Neuroradiologisch
bei Lin angeschrieben",lena.hoffmann@gmail.com,+49 1231730377,,2025-12-08 23:59:00,2ay234jd4g0smxv6i66d292wgbmjsk,LinkedIn
256,Bauer,Emma,Dr.,contacted,,,,,,,,,,,,,,Facharzt,Ltd. OA,Facharzt,"Radiologie, Neuroradiologie",Neuroradiologie,Lin geschrieben und Stuttgart angeboten,emma.bauer@yahoo.de,+49 1756968333,,2025-12-04 23:59:00,1t4v82w5fm1ljxedmyo92hv6vig2v7,LinkedIn
257,Weber,Lea,,interested,,anrufen,,,,,,,,,,,,Facharzt,"Oberarzt, Standortleiter",Facharzt,"Radiologie, Neuroradiologie",FA Rad und Neuroradiologie,"Niedersachsen und Mek-Pom.
Tel. Sieht sich eher im klinischen oder ambulant, dann aber mit SP Neuroradiologie. Kein Modul E und kann nur schlecht MSK und kein Mamma. Gerne",lea.weber@gmail.com,+49 1751411201,,2025-12-08 23:59:00,2eaw4vbzc50n0egj6r062foxhma7i5,Tel.
258,Koch,Lisa,PD Dr.,interested,,,,,,,,,,,True,,,Ltd. OA,Chefarzt,Facharzt,"Radiologie, Neuroradiologie",will CA Neuroradiologie,"ab 400k+ jetzt 300+. Modul E und F
Stv. Klinikdirektor und Ltd. OA Sektionsleiter Neuroradiologie. hat MBA
Geld ist wichtig.",lisa.koch@web.de,+49 1079980946,,2025-12-12 23:59:00,10k69ypu9k0w310qykam0japgv0mlm,Tel.
262,Schwarz,Klara,Dr.,contacted,,,,,,,,,,,,,,,,Facharzt,Radiologie,,,klara.schwarz@outlook.com,+49 1602000998,,48113-11-21 00:00:01,05z39q2ran2q7aujx5ti14l7qivxck,
264,Neumann,Klara,Dr.,contacted,,,,,,,,,,,,,,Ltd. OA,"Ltd. OA, Chefarzt, Standortleiter",Facharzt,Radiologie,,"26.01.2023 - TP:
Danach kein Interesse mehr aber gerne in Kontakt bleiben. 

Sehr geehrter Herr Putilin,
Danke für ihre Nachfrage. Sollten in Zukunft Vakanzen offen sein, dürfen sie mich gerne informieren.


Sehr geehrter Herr Putilin,
Ich habe ihre Ausschreibung im Deutschen Ärzteblatt gelesen und mich interessiert die Stellenbeschreibung.
Ich bin Radiologe mit den Schwerpunkten muskuloskelettale Diagnostik, CT und Mammographie. Ich arbeite aktuell in einer Praxis in München.
Ich bitte Sie, meine Anfrage diskret zu behandeln. Vielleicht können Sie mir mehr über die Stelle und den Ort erzählen? Gerne komme ich auch einmal bei ihnen vorbei.",klara.neumann@yahoo.de,+49 1725319980,,48113-11-21 00:00:01,1kmeyxe77l20kwbgtzaa2gys1250sy,
265,Wolf,Mila,,contacted,,,,,,,,,,,,,,,,Facharzt,Radiologie,,,mila.wolf@web.de,+49 1128456853,,48113-11-21 00:00:01,1fz7r37oo70mrk4r4s0916wfk3kh1l,
266,Schulz,Laura,,interested,,,,,,,,,,,,,,,,Facharzt,Radiologie,,ist OA in Helios Duisburg,laura.schulz@web.de,+49 1771656539,,48113-11-21 00:00:01,1g04l3pjmr241kp1u26e0petbz5e96,
267,Schneider,Lisa,Dr.,interested,,,,,,,,,,,,,,,,Facharzt,Radiologie,Ostwestphalen Lippe offen + Kollegen,"21.02.2023 - TP:
Martinus Leitung 
Berlin Leitung
angeboten

Ostwestphalen Lippe offen + Kollegen",lisa.schneider@gmail.com,+49 1870926578,,48113-11-21 00:00:01,1uf9zv34x50y5fzj276z06mkq7s303,
268,Bauer,Maria,,contacted,,,,,,,,,,,,,,Facharzt,"Facharzt, Standortleiter",Facharzt,Radiologie,FA bei ZRN,,maria.bauer@gmail.com,+49 1823623363,,48113-11-21 00:00:01,0n0e9qdplg1jy2d7tsvv19w30gm1zl,LinkedIn
269,Schwarz,Sarah,,contacted,,,,,,,,,,,,,,,,Facharzt,Radiologie,,,sarah.schwarz@yahoo.de,+49 1950500398,,48113-11-21 00:00:01,0quod1czmt0xp0i9zrqx20etff5lco,
270,Bauer,Elena,,contacted,,,,,,,,,,,,,,,,Assistenzarzt,Radiologie,,,elena.bauer@web.de,+49 1370553127,,48113-11-21 00:00:01,156fws8r6429ooo44ih52jvhbiqyew,
271,Schneider,Elena,,contacted,,,,,,,,,,,,,,,,Assistenzarzt,Radiologie,,,elena.schneider@web.de,+49 1871192502,,48113-11-21 00:00:01,05u6ifktdd2mdx445pw90ct0kozkgh,
272,Richter,Elena,,contacted,,,,,,,,,,,,,,,,Assistenzarzt,Radiologie,3 Jahre AA Radiologie im Irak,,elena.richter@web.de,+49 1351733350,,48113-11-21 00:00:01,2aenu8z70s0enjwy26of00u3xypoql,
273,Müller,Lea,Dr.,contacted,,,,,,,,,,,,,,,,Facharzt,Radiologie,,01.12.2022 - TP: Telefoniert. Sehr angenehmes Telefonat. Leiter Martinus angeboten. Ist im Moment sehr zufrieden mit seiner Arbeit und möchte nicht wechseln.,lea.müller@web.de,+49 1178042820,,48113-11-21 00:00:01,0jhh8pjr5e16wu04t7ll01ce0twdsr,
274,Schmidt,Anna,,contacted,,,,,,,,,,,,,,,,Facharzt,Radiologie,,hat aktuell 08/2022 kein Interesse an einem Wechsel,anna.schmidt@web.de,+49 1704587180,,48113-11-21 00:00:01,1kz9fpwqmi1qn9wusqx60akdtb8j9t,
306,Schulz,Mara,Dr.,contacted,,,,,,,,,,,,,,,,Facharzt,Radiologie,,,mara.schulz@gmail.com,+49 1161362232,,48113-11-21 00:00:01,1e824kgerm0yerhfm9812q0s98mwzr,
263,Hartmann,Elena,,interested,,,,,,,,,,münchen,,,,Ltd. OA,"Ltd. OA, Chefarzt, Standortleiter",Facharzt,Radiologie,westlich von München,"25.04.2024 - TP:
Tel. ist jetzt nicht aktiv auf der Suche aber gerne ansprechen wenn ich etwas in der Nähe habe

24.02.2024 - TP:
Tel. Ziehen mit Ehefrau nach Bad Wörnishofen. Frau ist Neurologie und Psychiatrie
hat PET-CT Kenntnisse aber keine Fachkunde. Kein Mamma, kein Angio. 
CT-Interventionen ja
SP MSK
eher Klinik aber kommt drauf an
150 jetzt, 165-175 will ohne Dienste",elena.hartmann@gmail.com,+49 1808250262,,48113-11-21 00:00:01,2ok7vn3l2t049qm7a8qj2db5ogqe2i,Email
275,Weber,Nina,Dr.,contacted,,,,,,,,,,,,,,,,Facharzt,Radiologie,,aktuell noch hauptberuflich vertraglich gebunden für mehr als 12 Monate.,nina.weber@outlook.com,+49 1210493857,,48113-11-21 00:00:01,2862cv8kn21ae4jasx6y1qvzgsq6p7,
276,Becker,Elena,,contacted,,,,,,,,,,,,,,,,Assistenzarzt,Radiologie,noch keine Erfahrung,,elena.becker@yahoo.de,+49 1790076201,,48113-11-21 00:00:01,17q3ntx8ll00593rprrf1eioql7kjo,
277,Schneider,Julia,,contacted,,,,,,,,,,,,,,,,Facharzt,Radiologie,,,julia.schneider@gmail.com,+49 1430279325,,48113-11-21 00:00:01,0ag53yfb3r1l2jmpnxuu24u6ccsq69,
278,Richter,Johanna,Dr.,contacted,,,,,,,,,,,,,,,,Facharzt,Radiologie,,,johanna.richter@outlook.com,+49 1822236449,,48113-11-21 00:00:01,240th8oqpw1k1eqkh8hm03juo0hx1i,
279,Zimmermann,Paula,,contacted,,,,,,,,,,,,,,,,Assistenzarzt,Radiologie,,muss noch DE Approbation bekommen,paula.zimmermann@yahoo.de,+49 1567098006,,48113-11-21 00:00:01,1mh05xha0c0chqqqlxii10u3w4yp0x,
281,Wagner,Sophie,,contacted,,,,,,,,,,,,,,,,Facharzt,Radiologie,,keine Interesse 11/2020 - wird bald FA!!!,sophie.wagner@yahoo.de,+49 1928801111,,48113-11-21 00:00:01,2fcb7bosm40mfmb3099a2j24rta2yj,
