id,last_name,first_name,description,status,status_expired_set,current_status_interview,datenquelle,arbeitsort,wohnort,wunscharbeitsort,available,regionale_verfuegbarkeit,position_now,next_career_step,qualification,department,short_note,long_note,e_mail,tel,linkedin,minicrm_id,how_where_contacted,last_contact,gehaltswunsch,skills,cv_pdf,export_timestamp,export_date
571,Schwarz,Lea,Dr.,contacted,,,,,,"CH, baden-württemberg",,,,,Facharzt,Radiologie,"will 3,5 Jahre Nuk Weiterbildung bis DoppelFA - Rhein Nekar, Süd BW, Nord Schweiz","13.03.2024 - TP:
Sehr geehrter Herr Breig,

Ich hoffe, Sie haben eine angenehme Woche. 

Gerne möchte ich unseren Kontakt aus 2020 aufgreifen und mich erkundigen, ob ich Ihnen einen Weiterbildungsassistenten für Nuklearmedizin (noch 3,5 Jahre zum FA) vorstellen darf? Der Kollege ist bereits 2 Jahre FA für Radiologie und wünscht sich eine neue berufliche Herausforderung, bei der er seinen Doppelfacharzt abschließen kann.

Er hat großes Interesse seine Kenntnisse im Bereich des PET/CT zu vertiefen, wobei er sich natürlich über ein breites Tätigkeitsspektrum, sowie eine langfristige Perspektive freuen würde. 

Über eine kurze Rückmeldung, ob ich Ihnen den Kollegen unverbindlich vorstellen darf und ein kurzes Gespräch vorab mit Ihnen, würde ich mich sehr freuen. 
Herzlichen Dank im Voraus. 


07.03.2024 - TP:
Tel. will Weiterbildung (braucht Therapiestation) noch 3,5 Jahre machen bis dann DoppelFA",lea.schwarz@yahoo.de,+49 1650541083,,17ewd1f5hg2hwu4rf6ps0c00229y56,,,103500,,,2026-02-04 23:43:39,2026-02-04
575,Meyer,Mara,Dr.,interested,,,,,,"bonn, nordrhein-westfalen",NRW,,Facharzt,Standortleiter,Facharzt,Radiologie,Bonn und Umgebung,"will Leitung haben. Hat ein Haus gekauft in Bonn. Ist aktuell bei Praxisnetz Radiologie
Kann MRT,CT,Rö, Prostata und Mamma, aber kein Screening",mara.meyer@gmail.com,+49 1044004279,,2aos67zrht2fs4cwa3km19qjo9d7u5,Tel.,,108500,,,2026-02-04 23:43:39,2026-02-04
585,Wolf,Maria,Dr.,interested,,,,,,"aachen, nordrhein-westfalen",NRW,,Facharzt,"Facharzt, Standortleiter",Facharzt,Radiologie,Aachen und Umland,"hat ein eigenes Haus gekauft auf der niederländischen Seite bei Aachen. Hat auch ein Haus bei Münster. Arbeitet bei Life Link ehemals Radiologie Aachener Land. Macht viele Fortbildungen: Q1 KI, Q1 MRT und CT Herz, Q2 MSK, Q1 Lunge
hat einen neuen Vertrag mit 160+ und 1 Tag Home Office. Hat ein Angebot für eine OA Stelle nur Home Office. Hat eine Freundin in Hamm die ggf. an Praxis interessiert ist.",maria.wolf@outlook.com,+49 1042312584,,0u9ri1whjj0edr2wuy461sso290sp2,Tel.,,149500,,,2026-02-04 23:43:39,2026-02-04
1213,Meyer,Isabella,,contacted,,,,,,,,,,,Facharzt,Orthopädie & UCH,,"Hi, lieder suche ich eine OA Position in Hannover und Umgebung   Herzlichen Dank, JMR",isabella.meyer@outlook.com,+49 1618757626,,065lwooph628pcvpgw8e1f9o8jbkfy,,,88000,,,2026-02-04 23:43:39,2026-02-04
745,Klein,Laura,Dr.,contacted,,,,,,"berlin, brandenburg","Brandenburg, Berlin",,,"Ltd. OA, Standortleiter",Facharzt,Radiologie,,,laura.klein@yahoo.de,+49 1450269942,,2l0hno60n50idpybuhjt1ljwlyc3lg,,,95000,,,2026-02-04 23:43:39,2026-02-04
587,Wolf,Elena,Dr.,contacted,,,,,,stuttgart,,,,,Facharzt,Radiologie,placed an med360 Stuttgart 02/2023,"30.01.2023 - TP:


26.01.2023 - TP:
Ich war viele Jahre als Gesellschafter und Geschäftsführer sowie als Radiologiemanager in eigener Praxis sowie für einen Investor tätig.
Gerne per Mail, da ich mich bis Ende der Woche im Urlaub befinde.

Kurz umrissen: 
Ich selbst war von 2000-2018 als Mitgesellschafter im MVZ Diagnostikzentrum Esslingen / Kirchheim niedergelassen und von 2018 an als Geschäftsführer, Leiter MVZ in Esslingen  für die RH-Diagnostik und Therapie tätig.
Zuletzt habe ich für die RH-DT Gruppe als Radiologiemnager im Cluster Stuttgart federführend u.a. die Vereinheitlichung der PACS und  RIS- Systeme sowie die Einführung eines zentralen Call- und Servicecenters begleitet.
Radiologisch liegt mein Schwerpunkt  in der Schnittbild- sowie zweitrangig der Mammadiagnostik.
Desweiteren bin ich derzeit Kommissionsmitglied der Ärztlichen Stelle nach Röntgenverordung der LÄK Baden-Württemberg.",elena.wolf@web.de,+49 1054978691,,0szqkzjud316h3zekzqf1jjuqdjvgl,,,96000,,,2026-02-04 23:43:39,2026-02-04
598,Krüger,Nina,,interested,,,,,,berlin,,,Oberarzt,"Ltd. OA, Standortleiter, Gesellschafter",Facharzt,Radiologie,ist OA in Berlin,"ist OA in Berlin

16.02.2023 - TP:
ab 2019 FA und bekommt jetzt 140k bei 80% und inkl. 4 Dienste. Will nur Geld. 


02/2022 als OA dort angefangen - Teilzeit",nina.krüger@gmail.com,+49 1360195699,,2n9afyyqry0ettpuzwj51bid88a8un,LinkedIn,,142000,,,2026-02-04 23:43:39,2026-02-04
609,Neumann,Clara,Dr.,interested,,,,,,"CH, DE","ganz Deutschland, Schweiz",,Ltd. OA,"Chefarzt, Gesellschafter",Facharzt,Radiologie,CH und DE,"ist ltd. OA beim KSBaselland 
gerne Angebote aus CH und DE",clara.neumann@web.de,+49 1525992759,,0szgdsxuuv14wr1std260qiyoo3vm9,LinkedIn,,104500,,,2026-02-04 23:43:39,2026-02-04
1031,Krüger,Mila,,contacted,,,,,,,,,,,Facharzt,Orthopädie & UCH,,"05.12.2022 - EB:
Consultant of spine surgery",mila.krüger@outlook.com,+49 1258175186,,1x1zqxnirm28bdpduvao15g901p4rx,,,88000,,,2026-02-04 23:43:39,2026-02-04
1219,Hoffmann,Laura,,contacted,,,,,,,,,,,Facharzt,Orthopädie & UCH,,aktuell 08/2021 kein Interesse,laura.hoffmann@web.de,+49 1538213043,,1pq2nmd01m0npf6p59fm0b3jrd7kc0,,,102500,,,2026-02-04 23:43:39,2026-02-04
645,Weber,Elena,Dr.,contacted,,,,,,ulm,,,Ltd. OA,"Ltd. OA, Chefarzt, Standortleiter",Facharzt,Radiologie,Ulm und 50km Radius,"26.01.2023 - TP:

vielen Dank für Ihre ausführliche Nachricht. Leider kommt die Stelle für mich aufgrund der Entfernung aktuell (noch) nicht in Betracht, ich wohne in Ulm und bin dort auch bis auf weiteres auf einen Radius bis ca. 50 km beschränkt, was meine Arbeitsstelle betrifft. Vielleicht ändert sich das ja in ein paar Jahren, wenn meine Tochter etwas älter ist. 

Sehr geehrter Herr Putilin, 
mit Interesse habe ich Ihre Stellenanzeige für die MVZ-Leitung in BW gelesen. Um welchen Ort handelt es sich genau? Je nach Entfernung von meinem aktuellen Wohnort käme die Stelle für mich in Frage. Ich bin promovierte FÄ für Radiologie mit Ökonomiestudium (MHBA), zusätzlich mit europäischen Diplomen in Radiologie und Neuroradiologie (EDiR, EDiNR) und Oberarzterfahrung. 
Mit freundlichen Grüßen, 
Dr. Johanna Schöppach, MHBA",elena.weber@web.de,+49 1557576273,,11ylmkbf6y2q0kjlifnu17vjtuy89e,,,101500,,,2026-02-04 23:43:39,2026-02-04
652,Weber,Elena,Dr.,contacted,,,,,,köln,,,,,Facharzt,Radiologie,Köln und 30min Umgebung in TZ - kein med360 - kurz vor Entscheidung bei Strahleninstitut Köln,"03.03.2023 - TP:
will ab 01.04. wieder in TZ arbeiten
will 150-160k 
kann diagnostik, prostata und interventionen alles sehr gut
lebt rechtsrheinisch in Dellbrück, Leverkusen und alles 30min Umgebung
Mamma gerne nach einarbeitung 
TZ 5 Tage pro Woche und dann nur Vormittags
MVZ oder größere Klinik",elena.weber@outlook.com,+49 1019678903,,0lcvbophzj25er24ev8n2p5jm4cro1,,,103000,,,2026-02-04 23:43:39,2026-02-04
657,Schulz,Johanna,Dr.,interested,,,,,,"berlin, rostock",,,,,Facharzt,Radiologie,ab 2024 in Berlin oder Rostock,"31.01.2023 - TP:
Hallo Herr Putilin,
danke für Ihre Nachricht. Ich bin derzeit nicht interessiert.
Gerne können sie mich nächstes Jahr nochmalig kontaktieren. Gerne für den Raum Berlin oder Rostock.
Mit freundlichen Grüßen
Barbara Simon",johanna.schulz@yahoo.de,+49 1804084497,,0vnxqlr0280uf7qy61tf2j39joxnak,,,109000,,,2026-02-04 23:43:39,2026-02-04
1033,Hartmann,Klara,,contacted,,,,,,,,,,,Facharzt,Orthopädie & UCH,,,klara.hartmann@outlook.com,+49 1744071897,,09xe0deytk1pgl2zo0q615xwiunzqg,,,79500,,,2026-02-04 23:43:39,2026-02-04
71,Weber,Julia,Dr.,interested,,,,,,bamberg,,,,,Facharzt,Strahlentherapie,Seit Mitte 2023 in Bamberg,"09.02.2024 - TP: Tel. heute
Seit Mitte 2023 in Bamberg
Gefällt der Familie nicht
6 M Kündigungsfrist
kann zum Jahresende Umziehen
Kind 3 J. alt
Umzug OK
Vollzeit oder 80%, nicht weniger
Will Telefonat, dann Hospitation
Muss man alle Standorte (RoMed) abdecken
Wie ist das Gehalt 
wie viele MA und Untersuchungen am Tag
Brachytherapie dort oder in München? 
auch gerne wissenschaftlich
bei RoMed vorgestellt",julia.weber@outlook.com,+49 1282397969,,1umshhry2l2jjmsd1oc00ecxpuw6kj,,,87500,,,2026-02-04 23:43:39,2026-02-04
1040,Weber,Isabella,Dr.,contacted,,,,,,,,,Ltd. OA,"Ltd. OA, Chefarzt, Standortleiter",Facharzt,Orthopädie & UCH,,,isabella.weber@gmail.com,+49 1984206691,,0pj0i6deue1atctwxugd2jpz0b1fw1,,,82500,,,2026-02-04 23:43:39,2026-02-04
749,Schulz,Julia,,interested,,,,,,nordrhein-westfalen,NRW,,Facharzt,"Oberarzt, Ltd. OA, Standortleiter",Facharzt,Radiologie,ab Ende 2023 verfügbar - jetzt Eltenzeit,"31.01.2023 - TP: über Recruiter geschrieben und Leitung Martinus angeboten. 
Hallo! Vielen Dank für die Nachricht. Ich befinde mich momentan in Elternzeit. Ich hätte gerne Interesse in einem späteren Zeitpunkt bzw Ende 2023 für eine ähnliche Position.",julia.schulz@yahoo.de,+49 1812226091,,0sogjjyp2a2e9e6zucgo1znn0hmbjo,,,87500,,,2026-02-04 23:43:39,2026-02-04
1226,Klein,Julia,Dr.,contacted,,,,,,,,,,,Facharzt,Orthopädie & UCH,,,julia.klein@gmail.com,+49 1136317560,,2bvfcjm2pv1ogy9ej0120jztc4jj9r,,,79000,,,2026-02-04 23:43:39,2026-02-04
754,Meyer,Lea,,interested,,,,,,DE,ganz Deutschland,,Oberarzt,"Ltd. OA, Chefarzt",Facharzt,Radiologie,ganz DE/Norddeutschland Ltd. OA oder CA in 2-3 Jahren,"Tel. Sehr angenehmes Gespräch. Hat bei der Bundeswehr gearbeitet - Vertrag endet 30.06.25. Will dann 6 Monate Urlaub machen und dann am 01.01.26 anfangen, weil dann war er insgesamt 20 Jahre bei der Bundeswehr. War in HH, Koblenz und zuletzt Berlin. Ist in Norddeutschland geboren und gerne HH. Ist erfahren in der Diagnistik mit SP MSK. Hat auch in Interventionen Erfahrung, da aber nur in Embolisationen (zB bei Blutungen). Will weiter in KH Sektor bleiben. Kein Mamma. Kein CH. Geld ist nicht so wichtig. Will Interventionelle Neuroradiologie lernen.  Hat aktuell ein Angebot von einem Maximalversorger als Ltd. OA Diagnostik + Neurointerventionen lernen. Da war er auch schon 1 Monat Hospitation. Bezahlung nach Tarif. Hat dort auch kommuniziert, dass er dann nach 2-3 Jahre CA in einem kleineren KH im ländlichen Raum werden will. Vereinbart, dass ich mich in 1 Jahr wieder melde. Solange Düren bei Ochtrop angefragt.",lea.meyer@web.de,+49 1364383497,,2rdn972q0c0x8elrf4nm1om8y1ha9u,Tel.,,151500,,,2026-02-04 23:43:39,2026-02-04
1054,Meyer,Lea,,contacted,,,,,,,,,,,Facharzt,Orthopädie & UCH,,,lea.meyer@yahoo.de,+49 1693255514,,0dfns3y4zh1myixojpbe14o3mgbstt,,,84500,,,2026-02-04 23:43:39,2026-02-04
1236,Müller,Sophie,,contacted,,,,,,,,,,,Facharzt,Orthopädie & UCH,,,sophie.müller@gmail.com,+49 1525943638,,12ile108eg1ycekm0yvl1faurqse0v,,,101000,,,2026-02-04 23:43:39,2026-02-04
