id,last_name,first_name,description,status,status_expired_set,current_status_interview,datenquelle,adresse,strasse,hausnummer,plz,arbeitsort,wohnort,wunscharbeitsort,umzugszwang,available,regionale_verfuegbarkeit,position_now,next_career_step,qualification,department,short_note,long_note,e_mail,tel,linkedin,anlage_wann,minicrm_id,how_where_contacted,export_timestamp,export_date
321,Weber,Emma,,contacted,,,,,,,,,,,,,,,,Facharzt,Radiologie,braucht nur noch 100 Interventionen bis FA,"07.03.2024 - TP: fehlen nur noch 100 Interventionen bis FA.
Hatte sich in der Vergangenheit schon bei Prof. Tepe vorgestellt in Rosenheim aber nicht zusammengekommen
ist reiner Radiologe und will auch bleiben
kann auch gerne als AA starten",emma.weber@web.de,+49 1812453719,,2026-01-17 14:33:19.401082,2ju9kthxxh03enadof471ao837fsoq,,2026-01-17 17:25:35,2026-01-17
322,Müller,Mila,,contacted,,,,,,,,,,,,,,,,Facharzt,Radiologie,,"22.12.2022 - vmartynenko:
sucht erst ab September 2023 in München.
Lebt in Münchener Westen",mila.müller@outlook.com,+49 1181231167,,2026-01-17 14:33:19.401082,14tc4dl4sl0dzdlrmnfv0q0zo82bhk,,2026-01-17 17:25:35,2026-01-17
324,Fischer,Mila,Dr.,contacted,,,,,,,,,,,,,,,,Facharzt,Radiologie,,,mila.fischer@yahoo.de,+49 1742982251,,2026-01-17 14:33:19.401082,1vmxvtx72z1tr97a9wqz126ujfy8tj,,2026-01-17 17:25:35,2026-01-17
325,Wolf,Lena,Dr.,interested,,,,,,,,,,,,,,Ltd. OA,"Ltd. OA, Chefarzt, Standortleiter",Facharzt,Radiologie,will Praxis-Klinikmanagement,"13.02.2023 - TP:
Aufgrund meiner Managementausbildung strebe ich eine verantwortungsvollere Aufgabe im Praxis-Klinikmanagement an, so dass Ihnen somit leider absagen muss. 

08.02.2023 - TP: 
Moin Frau Boss,

vielen Dank für Ihr Stellenangebot, welches wirklich sehr interessant klingt.

Ein paar Fragen hätte ich allerdings:
1. Wie wäre der zeitliche Anteil vom Tagesgeschäft, für den man für die organisatorischen Tätigkeiten freigestellt werden würde? 
2. Da ich seit 3 Jahren Chefarztvertretung bin, zudem Hygiene-Beauftragte Ärztin, TÜV-geprüfte QM-Beauftragte + -Auditorin, ein international abgeschlossenes Studium mit Doktortitel vorweisen kann und zur Zeit (in der Endphase) Krankenhausmanagement (MSc) studiere, fällt meine Gehaltsvorstellung allerdings deutlich höher aus als das aus Ihrem Angebot. Sehen Sie da einen Verhandlungspielraum? 
3. Mein Spezialgebiet ist MSK. Wäre das im betrieblichen Alltag umsetzbar? 

Über eine Rückmeldung würde ich mich sehr freuen.

Herzlichen Gruß aus HH

Melanie Buurman",lena.wolf@web.de,+49 1867116760,,2026-01-17 14:33:19.401082,16pqw7tus701434a4mxv1b4h3tgk6r,,2026-01-17 17:25:35,2026-01-17
326,Müller,Klara,,contacted,,,,,,,,,,,,,,,,Facharzt,Radiologie,,,klara.müller@yahoo.de,+49 1947675922,,2026-01-17 14:33:19.402119,15j2jsl1bs0yawus35181zqy8xc9cy,,2026-01-17 17:25:35,2026-01-17
327,Klein,Nina,,contacted,,,,,,,,,,,,,,,,Assistenzarzt,Radiologie,,,nina.klein@gmail.com,+49 1667823857,,2026-01-17 14:33:19.402119,25c8rr1zei05z6dlslz212jwy23l1g,,2026-01-17 17:25:35,2026-01-17
328,Koch,Lena,,contacted,,,,,,,,,,,,,,,,Facharzt,Radiologie,,ist noch Assistenzärztin,lena.koch@yahoo.de,+49 1894052485,,2026-01-17 14:33:19.402119,2q8azgx0ax1qw22v1ain11xstrk2ex,,2026-01-17 17:25:35,2026-01-17
329,Schmidt,Anna,Dr.,contacted,,,,,,,,,,,,,,,,Facharzt,Radiologie,,Neurochirurgie,anna.schmidt@web.de,+49 1230436165,,2026-01-17 14:33:19.402119,25upl2l4b71syaxkabay29hou471b2,,2026-01-17 17:25:35,2026-01-17
330,Schneider,Johanna,,contacted,,,,,,,,,,,,,,,,Facharzt,Radiologie,,,johanna.schneider@yahoo.de,+49 1724284248,,2026-01-17 14:33:19.402631,0eeleqdk5h0r59tsgsms0q2ai8i819,,2026-01-17 17:25:35,2026-01-17
331,Bauer,Mara,Dr.,contacted,,,,,,,,,,,,,,,,Facharzt,Radiologie,will einen Anteil Home Office,,mara.bauer@outlook.com,+49 1387826439,,2026-01-17 14:33:19.402631,0ubnadrxpk14qh2ua5xw14uybdql6p,,2026-01-17 17:25:35,2026-01-17
117,Fischer,Lisa,Dr.,interested,,,,,,,,,,"CH, berlin, hamburg, stuttgart",,,,,,Doppelfacharzt,"Radiologie, Nuklearmedizin","Schweiz, Stuttgart, Hamburg, Berlin","17.07.2024 - TP: Tel. Rosenheim vorgestellt. Kann erst ab 01.04.2025 wechseln. 
ab 260k
ist Leiter der Nuk",lisa.fischer@outlook.com,+49 1797433118,,2026-01-17 14:33:19.371588,2q4tfn0c7526x1ipfwy90xusn0pwuh,,2026-01-17 17:25:35,2026-01-17
128,Hartmann,Paula,Dr.,contacted,,,,,,,,,,münchen,,,,,,Doppelfacharzt,"Radiologie, Nuklearmedizin",bei Conradia München,,paula.hartmann@yahoo.de,+49 1728272179,,2026-01-17 14:33:19.373612,0xuj6qinvg1ld6fm23u10edm5f8wd9,,2026-01-17 17:25:35,2026-01-17
332,Becker,Alina,Dr.,contacted,,,,,,,,,,,,,,,,Facharzt,Radiologie,,aktuell 07/2022 kein Interesse,alina.becker@web.de,+49 1656394445,,2026-01-17 14:33:19.402631,0re3r2ky100nx6kucg9e2aun2sp9eq,,2026-01-17 17:25:35,2026-01-17
335,Weber,Sarah,,contacted,,,,,,,,,,,,,,,,Facharzt,Radiologie,,,sarah.weber@gmail.com,+49 1575909893,,2026-01-17 14:33:19.402631,00fozrz4dg2r1508xst91fvm32hekp,,2026-01-17 17:25:35,2026-01-17
337,Krüger,Julia,,contacted,,,,,,,,,,,,,,,,Assistenzarzt,Radiologie,noch keine Erfahrung,,julia.krüger@gmail.com,+49 1361974964,,2026-01-17 14:33:19.403653,2b5lc7du9w2p8c9wvx4l0651fb82rk,,2026-01-17 17:25:35,2026-01-17
338,Wagner,Klara,,contacted,,,,,,,,,,,,,,,,Facharzt,Radiologie,,aktuell 07/2022 zufrieden mit Stelle und kein Interesse an einem Wechsel,klara.wagner@outlook.com,+49 1560602474,,2026-01-17 14:33:19.403653,10iv8l3ems2kxnoocnob1o9ubrrz19,,2026-01-17 17:25:35,2026-01-17
339,Schmidt,Alina,Dr.,interested,,,,,,,,,,,,,,,,Facharzt,Radiologie,,05.04.2023 - TP:,alina.schmidt@outlook.com,+49 1122972389,,2026-01-17 14:33:19.403653,1ycpk1qloe19nbmxszz71vdgfd9dta,,2026-01-17 17:25:35,2026-01-17
340,Wolf,Lea,Dr.,contacted,,,,,,,,,,,,,,Freelancer,,Facharzt,Radiologie,Türkei - Freelancer,Freelancer,lea.wolf@web.de,+49 1134869178,,2026-01-17 14:33:19.403653,1lgay4udm92ab5z2r50529le24493h,,2026-01-17 17:25:35,2026-01-17
341,Hoffmann,Mara,Dr.,contacted,,,,,,,,,,,,,,Freelancer,,Facharzt,Radiologie,schlechtes Benehmen med360 Straßlach Termin,19.09.2024 - TP: ist 80 Jahre alt. Hatte eine eigene Praxis in München. Kann alles,mara.hoffmann@yahoo.de,+49 1017719980,,2026-01-17 14:33:19.403653,1jmg53shua0o1kefnff50kcpzehubr,,2026-01-17 17:25:35,2026-01-17
334,Bauer,Isabella,,interested,,,,,,,,,,"aachen, köln",,,,,,Facharzt,Radiologie,Aachen-Köln linksrheinisch,"ist Ltd. OA in Aachen

21.02.2023 - TP:


hat OA Stelle - junger FA - nur Aachen-Köln linksrheinisch",isabella.bauer@outlook.com,+49 1195547342,,2026-01-17 14:33:19.402631,16o98q9do90gnsnb9lli0vupg50ozx,,2026-01-17 17:25:35,2026-01-17
146,Schwarz,Isabella,Dr.,interested,,,,,,,,,,,,,,,,Facharzt,Nuklearmedizin,"nur Nuk, kein MRT","07.03.2024 - TP:
ihm ist das Gesamtkonzept wichtig. Auch Vergütung ist wichtig.  Ist Nuklearmediziner Pur. 

13.02.2024 - TP: vorgestllt bei Mergen",isabella.schwarz@outlook.com,+49 1372286815,,2026-01-17 14:33:19.37561,0atbtii5160yklqt0fs30gwa1h3raw,,2026-01-17 17:25:35,2026-01-17
342,Hoffmann,Elena,Dr.,interested,,,,,,,,,,,,,,,,Facharzt,Radiologie,will mit Beteiligung,"09.02.2023 - TP: Berlin Conradia angeschrieben


07.10.2022 - TP: Lin geschrieben. Will als Gesellschafter irgendwo einsteigen. Vereibart, dass ich ihm etwas anbieten kann, wenn mit Beteiligugnsoption. 


neue Stelle 04/2022 Facharzt Radiologie bei Diagnostikum Wildau.",elena.hoffmann@yahoo.de,+49 1525514772,,2026-01-17 14:33:19.403653,1gw1yd0ptc1b7ml3fs602a31p3jorp,,2026-01-17 17:25:35,2026-01-17
343,Schneider,Lisa,,contacted,,,,,,,,,,,,,,,,Facharzt,Radiologie,,,lisa.schneider@web.de,+49 1422387731,,2026-01-17 14:33:19.403653,2b96ae5cxi2jyxm1rrth0hb3g56eye,,2026-01-17 17:25:35,2026-01-17
344,Klein,Paula,Dr.,interested,,,,,,,,,,,,,,Ltd. OA,"Ltd. OA, Chefarzt, Standortleiter",Facharzt,Radiologie,SP MSK,"15.02.2023 - TP: ÄL Conradia Berlin angeboten


will erst APL zuende machen",paula.klein@web.de,+49 1522758741,,2026-01-17 14:33:19.404655,09p51gkeco05ly2m0ol50fwhq47zfi,,2026-01-17 17:25:35,2026-01-17
345,Hoffmann,Alina,,interested,,,,,,,,,,,,,,,,Assistenzarzt,Radiologie,AA Radiologie,"20.03.2024 - TP:
mein Name ist Nora Dimitrova und derzeit bin ich auf der suche nach eine Stelle als Assistenzärztin für Radiologie. Ich habe Ihre Anzeige im Internet gelesen, dass Ärzte für MVZ gesucht werden. Könnten Sie mir bitte noch darüber erzählen ?",alina.hoffmann@gmail.com,+49 1298675196,,2026-01-17 14:33:19.404655,2mb78bd48827hz7otwm72bxzib7ff8,,2026-01-17 17:25:35,2026-01-17
346,Wagner,Klara,Dr.,contacted,,,,,,,,,,,,,,,,Facharzt,Radiologie,,Freelancer,klara.wagner@outlook.com,+49 1324995350,,2026-01-17 14:33:19.404655,1mlmv18cvw1y1ismjoll0se612in72,,2026-01-17 17:25:35,2026-01-17
347,Weber,Julia,,contacted,,,,,,,,,,,,,,,,Facharzt,Radiologie,,nur in Bayern oder Österreich,julia.weber@web.de,+49 1299810236,,2026-01-17 14:33:19.404655,13p66726170qpkzs4yb51nhw5mw6q4,,2026-01-17 17:25:35,2026-01-17
348,Klein,Emma,Dr.,contacted,,,,,,,,,,,,,,Ltd. OA,"Ltd. OA, Chefarzt, Standortleiter",Facharzt,Radiologie,,,emma.klein@gmail.com,+49 1647096079,,2026-01-17 14:33:19.404655,03p3tp7qvu1og0ym3c0121356ss87h,,2026-01-17 17:25:35,2026-01-17
349,Zimmermann,Klara,Dr.,contacted,,,,,,,,,,,,,,,,Facharzt,Radiologie,,,klara.zimmermann@gmail.com,+49 1916726696,,2026-01-17 14:33:19.404655,0np0wh3n7j0ivvmd95dw1l2rufq8ex,,2026-01-17 17:25:35,2026-01-17
350,Meyer,Laura,,contacted,,,,,,,,,,,,,,,,Facharzt,Radiologie,seit 08/2024 Die Radiologie,,laura.meyer@yahoo.de,+49 1234141924,,2026-01-17 14:33:19.404655,1wcydj4gmo2pinytl93z2f00phwiq3,,2026-01-17 17:25:35,2026-01-17
351,Schmidt,Mila,,contacted,,,,,,,,,,,,,,,,Facharzt,Radiologie,,"legt aktuell noch Facharztprüfung ab, Mitte 2023 wieder kontaktieren",mila.schmidt@web.de,+49 1343452204,,2026-01-17 14:33:19.405653,1zz7sm1y000axuaphldm0ds7rvlxk7,,2026-01-17 17:25:35,2026-01-17
353,Koch,Nina,Dr.,contacted,,,,,,,,,,,,,,,,Facharzt,Radiologie,,HH oder nördlich. Gerne auch OA in Klinik mit Diensten,nina.koch@yahoo.de,+49 1047081433,,2026-01-17 14:33:19.405653,0flt52f71m1klew9pj9214ze2xxzo8,,2026-01-17 17:25:35,2026-01-17
352,Hoffmann,Alina,Dr.,interested,,,,,,,,,,hamburg,,,,Ltd. OA,"Ltd. OA, Chefarzt, Standortleiter",Facharzt,Radiologie,ist Standortleiter MVZ Radiologische Allianz HH,ist Standortleiter MVZ,alina.hoffmann@outlook.com,+49 1044790434,,2026-01-17 14:33:19.405653,273h3a4t4b12e10xw3f719kqgwetab,,2026-01-17 17:25:35,2026-01-17
354,Koch,Elena,,contacted,,,,,,,,,,,,,,,,Facharzt,Radiologie,,,elena.koch@yahoo.de,+49 1355690183,,2026-01-17 14:33:19.405653,2esfs0u8mm1hg2gwol510t8ndzgpci,,2026-01-17 17:25:35,2026-01-17
358,Richter,Lena,,interested,,,,,,,,,,,True,,,Facharzt,Gesellschafter,Facharzt,Radiologie,Frankfurt und Umgebung,"letzte Praxis wurde Beteiligung versprochen und dann an Investor verkauft. will Beteiligung 
von Bader abgelehnt
SP MSK und Prostata, von den 500 für Q2 fehlen noch 300. Wie viele Prosstata machen die da? 
Kann kein Herz und keine Mamma. 
Ehefrau arbeitet auch 100% und haben ein kleines Kind. Großeltern sind in der Nähe. 
Wie viel Prozent kann man übernehmen? Minderheitsbeteiligung oder gleichwertig?",lena.richter@gmail.com,+49 1923214385,,2025-07-17 23:59:00,1zc1fbywyx1p4n93adrp0f3ztr9pfm,Tel.,2026-01-17 17:25:35,2026-01-17
360,Klein,Laura,,contacted,,,,,,,,,,,,,,,,Facharzt,Radiologie,,,laura.klein@web.de,+49 1238643582,,2026-01-17 14:33:19.406654,2mmjwenncd1lnjnhl9t9008bpxfncu,,2026-01-17 17:25:35,2026-01-17
361,Schneider,Sarah,Dr.,contacted,,,,,,,,,,,,,,,,Facharzt,Radiologie,,interessiert an NRW,sarah.schneider@outlook.com,+49 1337396971,,2026-01-17 14:33:19.406654,09cwl1vdvg2r9abdnnnx18n0945ru7,,2026-01-17 17:25:35,2026-01-17
363,Wagner,Emma,Dr.,contacted,,,,,,,,,,,,,,,,Facharzt,Radiologie,,,emma.wagner@yahoo.de,+49 1900726467,,2026-01-17 14:33:19.406654,1uqpegns0s1s6i8kcb011dkhihgirv,,2026-01-17 17:25:35,2026-01-17
364,Schwarz,Lisa,Dr.,contacted,,,,,,,,,,,,,,,,Facharzt,Radiologie,,,lisa.schwarz@outlook.com,+49 1123503088,,2026-01-17 14:33:19.406654,1o5s6mnsvd1c4hqs9k6k2ml9oeeof6,,2026-01-17 17:25:35,2026-01-17
365,Bauer,Lena,,contacted,,,,,,,,,,,,,,,,Facharzt,Radiologie,,"05.04.2023 - TP:
Wunschposition: FA in einer Praxis oder einem MVZ
Wechselmotivation: Will keine Dienste mehr weil geheiratet

aktuelles Gehalt:
Wunschgehalt: 150k

Verfügbarkeit zeitlich: 6 Wochen zum Q Ende
Verfügbarkeit räumlich: Schleswig Holstein oder HH

Wo schon selbst beworben: in Kiel 2 Praxen

01.01.22 FA in Kiel
Will Praxis
Hat OA Stellen und müsste dann Hintergrund machen
Angionotfälle müsste er kommen
Richtung Praxis
Will in Kiel bleiben
Ist seit 7 Jahre da
Bis HH geht aber lieber im Norden
AT will und Gemütlichkeit und Kollegen nette
In Kiel schon beworben, aber nicht interessant
40-50 CT und MRT befunden
Schnittbild interesant
Q1 und Q2 Herz MRT Kunse hat er schon
Interesse Herzdiagnostik
MSK auch weiter vertiefen
Im KH ist viele onkologie und trauma und ist langweilig
6 Wochen zum Q-Ende
150k pro Monat in Kiel
Wichtig kollegen und atmosphäre",lena.bauer@web.de,+49 1389064084,,2026-01-17 14:33:19.406654,0ae2p64qyw2dje3418fh1nazmw1x2u,,2026-01-17 17:25:35,2026-01-17
366,Wagner,Lea,Dr.,contacted,,,,,,,,,,,,,,,,Facharzt,Radiologie,,,lea.wagner@yahoo.de,+49 1153465014,,2026-01-17 14:33:19.406654,0u2lilq9ps0h9feprup82r0mdvhplq,,2026-01-17 17:25:35,2026-01-17
368,Bauer,Lea,Dr.,contacted,,,,,,,,,,,,,,,,Facharzt,Radiologie,,,lea.bauer@yahoo.de,+49 1085319345,,2026-01-17 14:33:19.406654,2gwpc9vw4e13pjrsn61e1x4b4j78wx,,2026-01-17 17:25:35,2026-01-17
369,Schmidt,Sarah,,contacted,,,,,,,,,,,,,,,,Assistenzarzt,Radiologie,,,sarah.schmidt@gmail.com,+49 1678789291,,2026-01-17 14:33:19.406654,20imke1ixc26uwtdflu30ta6e6zujg,,2026-01-17 17:25:35,2026-01-17
370,Hartmann,Sarah,Dr.,contacted,,,,,,,,,,,,,,,,Facharzt,Radiologie,,03/2022 in der Schweiz angefangen,sarah.hartmann@outlook.com,+49 1977287201,,2026-01-17 14:33:19.408191,1umqa3uoi20k9ooq6b2416erljs435,,2026-01-17 17:25:35,2026-01-17
371,Bauer,Julia,,contacted,,,,,,,,,,,,,,,,Facharzt,Radiologie,,sh Anmerkungen,julia.bauer@gmail.com,+49 1295688919,,2026-01-17 14:33:19.408191,0vd29u60900u9pb4p0j71xno3r760o,,2026-01-17 17:25:35,2026-01-17
372,Müller,Isabella,Dr.,contacted,,,,,,,,,,,,,,,,Facharzt,Radiologie,,,isabella.müller@outlook.com,+49 1498728305,,2026-01-17 14:33:19.408191,1k2qn9205112ktbh583g0pice8xze3,,2026-01-17 17:25:35,2026-01-17
373,Wolf,Lisa,Dr.,contacted,,,,,,,,,,,,,,,,Facharzt,Radiologie,,"Raum Stuttgart und München, gerne Gesellschafter",lisa.wolf@web.de,+49 1761220479,,2026-01-17 14:33:19.408191,2khqrspu0220sttzeoo3182horwhoi,,2026-01-17 17:25:35,2026-01-17
375,Klein,Julia,,contacted,,,,,,,,,,,,,,,,Facharzt,Radiologie,,,julia.klein@gmail.com,+49 1422189536,,2026-01-17 14:33:19.408191,23jsc15dgb1xnoomzxw01vjc9cgd2m,,2026-01-17 17:25:35,2026-01-17
376,Hoffmann,Mara,Dr.,contacted,,,,,,,,,,,,,,,,Facharzt,Radiologie,aktuell bei Siemens,,mara.hoffmann@gmail.com,+49 1637029422,,2026-01-17 14:33:19.408191,0r6wrhclts0zw89xdpdy131eu15g99,,2026-01-17 17:25:35,2026-01-17
377,Müller,Johanna,,contacted,,,,,,,,,,,,,,,,Facharzt,Radiologie,,,johanna.müller@outlook.com,+49 1984417246,,2026-01-17 14:33:19.409252,1y32wd1fce1f0r7ntjzf1afas1pzjw,,2026-01-17 17:25:35,2026-01-17
379,Wagner,Clara,Dr.,interested,,,,,,,,,,,,,,,,Facharzt,Radiologie,Uni Düsserldorf,"22.09.2022 - TP:

vielen Dank für Ihr Angebot. Vorerst werde ich weiter am Universitätsklinikum Düsseldorf bleiben.",clara.wagner@outlook.com,+49 1744711299,,2025-08-26 23:59:00,05zhepoz2p0vtkkvdm9y0hjjarblak,LinkedIn,2026-01-17 17:25:35,2026-01-17
380,Wagner,Emma,,contacted,,,,,,,,,,,,,,,,Facharzt,Radiologie,,,emma.wagner@outlook.com,+49 1195633004,,2026-01-17 14:33:19.409252,2n8ez5j5g11omb49qdkl2lsq7f39p9,,2026-01-17 17:25:35,2026-01-17
381,Klein,Klara,,contacted,,,,,,,,,,,,,,,,Facharzt,Radiologie,,Angebote nur Leipzig interessant,klara.klein@yahoo.de,+49 1124035411,,2026-01-17 14:33:19.409252,0quepefer22ebynd9xh81r0vg7036t,,2026-01-17 17:25:35,2026-01-17
384,Weber,Maria,Dr.,contacted,,,,,,,,,,,,,,,,Facharzt,Radiologie,Süddeutschland,aktuell 06/2021 kein Interesse,maria.weber@outlook.com,+49 1639362116,,2026-01-17 14:33:19.410227,1q7ke6mqev0zvs1efxpw02cyfd79kb,,2026-01-17 17:25:35,2026-01-17
385,Richter,Elena,,contacted,,,,,,,,,,,,,,,,Facharzt,Radiologie,,hat sich damals gegen Haan und für Radprax entschieden - nur Ruhrgebiet,elena.richter@outlook.com,+49 1970395427,,2026-01-17 14:33:19.410227,1h9226upf10utj6pebuw0opkv38wfy,,2026-01-17 17:25:35,2026-01-17
387,Bauer,Klara,Dr.,interested,,,,,,,,,,,True,,,Ltd. OA,"Ltd. OA, Chefarzt, Standortleiter",Facharzt,Radiologie,ist Ü60,,klara.bauer@web.de,+49 1543360000,,2026-01-17 14:33:19.410227,26bp6hpl461fi70vo6a00zmn1wcria,,2026-01-17 17:25:35,2026-01-17
388,Neumann,Sarah,Dr.,contacted,,,,,,,,,,,,,,Ltd. OA,"Ltd. OA, Chefarzt, Standortleiter",Facharzt,Radiologie,aktuell,,sarah.neumann@gmail.com,+49 1805823104,,2026-01-17 14:33:19.410735,2k6wfku5z00vq29le3q000e3a9yev0,,2026-01-17 17:25:35,2026-01-17
390,Wagner,Lisa,,contacted,,,,,,,,,,,,,,,,Facharzt,Radiologie,,gesprochen über gemeinsames Start-Up in Radiologie,lisa.wagner@outlook.com,+49 1705855349,,2026-01-17 14:33:19.410735,0fxw0t305902i261v0tn160mztikja,,2026-01-17 17:25:35,2026-01-17
378,Hartmann,Paula,Dr.,interested,,,,,,,,,,saarland,,,,Ltd. OA,"Ltd. OA, Chefarzt, Standortleiter",Facharzt,Radiologie,Saarland und Umgebung,20.04.2023 - TP:,paula.hartmann@yahoo.de,+49 1614474486,,2026-01-17 14:33:19.409252,2jweisrupx1i802gf3p31d75qptwxc,,2026-01-17 17:25:35,2026-01-17
392,Richter,Anna,Dr.,contacted,,,,,,,,,,,,,,,,Facharzt,Radiologie,will Mitte/Ende 2023 in Praxis in Rhein-Main,"22.02.2023 - TP:
Vielen Dank für Ihre Email.
Berlin wäre aktuell aufgrund der örtlichen Bindung nicht realisierbar.
Gegen Mitte/ Ende des Jahres würde ich gerne hier im Umkreis in eine Praxis wechseln.
Inzwischen habe ich auch das Q2 Zertifikat für die Prostata.


30.06.2021: Tel. macht in Mainz gerade Weiterbildungen Prostata-MR Q2 Zertifikat + MSK Zertifikat. Will diese erstmal zu Ende machen. Hat dort 09/2020 für 3 Jahre unterschrieben. Kann auch früher raus. Macht Dienste und ist alleinerziehend. Will auch gerne Schweiz. Vereinbart, dass ich Mitte 2022 anrufe. 

ab Mitte 2022 - auch Schweiz!!!",anna.richter@outlook.com,+49 1935535074,,2026-01-17 14:33:19.410735,10zqyk3rwg0zsv66u62b08lqc7vnot,,2026-01-17 17:25:35,2026-01-17
393,Becker,Emma,,contacted,,,,,,,,,,,,,,,,Facharzt,Radiologie,,,emma.becker@web.de,+49 1213151270,,2026-01-17 14:33:19.410735,2ayjmtu6uc0gwnbs4bgf087grpsdz2,,2026-01-17 17:25:35,2026-01-17
394,Bauer,Mila,,contacted,,,,,,,,,,,,,,,,Facharzt,Radiologie,,mehr als 25J. Facharzt,mila.bauer@web.de,+49 1370757360,,2026-01-17 14:33:19.410735,13aps46onu19ebe6jlh01g5k1m84dc,,2026-01-17 17:25:35,2026-01-17
395,Hoffmann,Clara,Dr.,contacted,,,,,,,,,,,,,,,,Facharzt,Radiologie,,,clara.hoffmann@gmail.com,+49 1671214410,,2026-01-17 14:33:19.410735,17z1z2pfjg15x6fd0b272ocya37u89,,2026-01-17 17:25:35,2026-01-17
396,Schwarz,Julia,Dr.,contacted,,,,,,,,,,,,,,,,Facharzt,Radiologie,,erst seit 01/2020 bei jetzigem AG in Führungsposition,julia.schwarz@yahoo.de,+49 1242782502,,2026-01-17 14:33:19.410735,03khlzmefw29n03kzon71p1jxuizwv,,2026-01-17 17:25:35,2026-01-17
398,Schwarz,Elena,,contacted,,,,,,,,,,,,,,,,Facharzt,Radiologie,,Mutterschutz bis 01/2023,elena.schwarz@outlook.com,+49 1261601695,,2026-01-17 14:33:19.410735,2hxpt9x8nh0ru2wq48nw00hr9dke8k,,2026-01-17 17:25:35,2026-01-17
399,Wolf,Julia,,contacted,,,,,,,,,,,,,,,,Facharzt,Radiologie,,"derzeit  08/222 nicht interessiert, da zurzeit in zweiter Weiterbildung zum FA Allgemeinmedizin befinde",julia.wolf@gmail.com,+49 1589395498,,2026-01-17 14:33:19.410735,0faypa71gb04v6ax6ag42hcdrj0n8h,,2026-01-17 17:25:35,2026-01-17
400,Schwarz,Alina,,contacted,,,,,,,,,,,,,,,,Facharzt,Radiologie,,,alina.schwarz@yahoo.de,+49 1727451357,,2026-01-17 14:33:19.410735,0dr3jk1fqm0toeq0x22u24gq79z903,,2026-01-17 17:25:35,2026-01-17
401,Koch,Julia,Dr.,contacted,,,,,,,,,,,,,,Ltd. OA,"Ltd. OA, Chefarzt, Standortleiter",Facharzt,Radiologie,Kardiovaskuläre Q3 Herz Zertifizierung,,julia.koch@yahoo.de,+49 1651855756,,2026-01-17 14:33:19.410735,12ejdjfizw0e9mh9unqq1kojvyfbqm,,2026-01-17 17:25:35,2026-01-17
406,Hartmann,Klara,Dr.,contacted,,,,,,,,,,,,,,,,Facharzt,Radiologie,,,klara.hartmann@gmail.com,+49 1982779936,,2026-01-17 14:33:19.413064,2cz7q2apqv29yatb7c0s0vfmldaxoy,,2026-01-17 17:25:35,2026-01-17
407,Bauer,Julia,Dr.,contacted,,,,,,,,,,,,,,,,Facharzt,Radiologie,,,julia.bauer@gmail.com,+49 1680475134,,2026-01-17 14:33:19.413064,0n242s9ijr19sgfgtutp157ly59z38,,2026-01-17 17:25:35,2026-01-17
408,Wagner,Elena,Dr.,contacted,,,,,,,,,,,,,,,,Facharzt,Radiologie,Teleradiologie,,elena.wagner@web.de,+49 1465378442,,2025-07-16 23:59:00,016nf6zpc70kuuv1i9hy0k4q57wwyy,LinkedIn,2026-01-17 17:25:35,2026-01-17
409,Wagner,Clara,,contacted,,,,,,,,,,,,,,,,Facharzt,Radiologie,,,clara.wagner@gmail.com,+49 1548653269,,2026-01-17 14:33:19.413717,27dt57bfcg0h0vfw86lf0x0r23k9hg,,2026-01-17 17:25:35,2026-01-17
410,Bauer,Mila,Dr.,contacted,,,,,,,,,,,,,,,,Facharzt,Radiologie,,aktuell 11/2020 keine Interesse,mila.bauer@web.de,+49 1006158364,,2026-01-17 14:33:19.413717,23d96grj7p1l4ex4e46629upt6sm3i,,2026-01-17 17:25:35,2026-01-17
411,Klein,Emma,,contacted,,,,,,,,,,,,,,,,Facharzt,Radiologie,,aktuell 11/2020 kein Interesse - aber wer weiß in Zukunft,emma.klein@gmail.com,+49 1448127582,,2026-01-17 14:33:19.413717,0svue7zdal2dnxccp08m0yf3ggzu2w,,2026-01-17 17:25:35,2026-01-17
412,Koch,Nina,,contacted,,,,,,,,,,,,,,,,Facharzt,Radiologie,,,nina.koch@gmail.com,+49 1915322957,,2026-01-17 14:33:19.413717,2l28uem36o1cmwray9a90gicp0wekp,,2026-01-17 17:25:35,2026-01-17
413,Müller,Sophie,,contacted,,,,,,,,,,,,,,,,Facharzt,Radiologie,,,sophie.müller@gmail.com,+49 1786910819,,2026-01-17 14:33:19.413717,0ov592qgmb2j4imkyw3a1zxmv2in53,,2026-01-17 17:25:35,2026-01-17
415,Meyer,Lisa,,contacted,,,,,,,,,,,,,,,,Facharzt,Radiologie,,,lisa.meyer@yahoo.de,+49 1393550329,,2026-01-17 14:33:19.413717,04y4fxuoa5291rs23m0w19eem61iud,,2026-01-17 17:25:35,2026-01-17
417,Becker,Elena,,contacted,,,,,,,,,,,,,,,,Assistenzarzt,Radiologie,,AA im 3. WB Jahr,elena.becker@web.de,+49 1354908297,,2026-01-17 14:33:19.4148,1q04n1i18i1jejqug1ic2iwuoi6qoq,,2026-01-17 17:25:35,2026-01-17
