First Name,Last Name,Headline,Job Title,Company,Location,Industry,Email,Linkedin,Profile Picture,Languages,Date of Birth,Followers,Enriched Private Email,Enriched Business Email,Enriched Phone,Notes,Tags,Last contact date,Date Connected,Mutual Connection
Niklas,Schröder,Dr. med. | Facharzt | Kinderradiologie | EBIR,"Facharzt, Klinik für Kinderradiologie",Klinikum Göppingen,"Germany, Göppingen, Baden-Württemberg, Germany",Medical Practices,niklas.schröder@mail.de,https://www.linkedin.com/in/niklas-schröder-922348/,https://media.licdn.com/dms/image/v2/C5603AQFwkden1ps7vm94sl4sd7156s88kzt7pm5dsuafukdgjv/profile-displayphoto-shrink_200_200/0/1634918689088?e=2147483647&v=beta&t=ANtxAwI7SwAKbYJ-yaUuLBaL61Ea4ybtVAYfj1oFSCM,,,,,,,,"LinkedIn,LinkedIn 1st",,2024-02-12 13:28,No
Ella,Lange,Prof. Dr. | sonstige | Anästhesie | EBIR,"sonstige, Klinik für Anästhesie",Klinikum Hohenlinden,"Germany, Hohenlinden, Bayern, Germany",Medical Practices,ella.lange@mail.de,https://www.linkedin.com/in/ella-lange-455608/,https://media.licdn.com/dms/image/v2/C5603AQFc8owu3vancqkptosso2n789s6b66dna4rqjqa23xnf0/profile-displayphoto-shrink_200_200/0/1634918689088?e=2147483647&v=beta&t=ANtxAwI7SwAKbYJ-yaUuLBaL61Ea4ybtVAYfj1oFSCM,,,,,,,,"LinkedIn,LinkedIn 1st",,2026-06-09 15:43,No
Birgit,Albrecht,Ltd. OA | Nuklearmedizin | EBIR,"Ltd. OA, Klinik für Nuklearmedizin",Klinikum Strohkirchen,"Germany, Strohkirchen, Mecklenburg-Vorpommern, Germany",Medical Practices,birgit.albrecht@mail.de,https://www.linkedin.com/in/birgit-albrecht-140352/,https://media.licdn.com/dms/image/v2/C5603AQFimyxwhn3wu0dpz4r1myi9d5iqfdnrichhdvg795xztb/profile-displayphoto-shrink_200_200/0/1634918689088?e=2147483647&v=beta&t=ANtxAwI7SwAKbYJ-yaUuLBaL61Ea4ybtVAYfj1oFSCM,,,,,,,,"LinkedIn,LinkedIn 1st",,2025-09-24 18:18,No
Laura,Haas,Dr. med. | Facharzt | Pädiatrie | EBIR,"Facharzt, Klinik für Pädiatrie",Klinikum Glasau,"Germany, Glasau, Schleswig-Holstein, Germany",Medical Practices,laura.haas@mail.de,https://www.linkedin.com/in/laura-haas-780137/,https://media.licdn.com/dms/image/v2/C5603AQF66i953bqd1js3bzd71lixl4qonxvxwnzlf0lydo2qh9/profile-displayphoto-shrink_200_200/0/1634918689088?e=2147483647&v=beta&t=ANtxAwI7SwAKbYJ-yaUuLBaL61Ea4ybtVAYfj1oFSCM,,,,,,,,"LinkedIn,LinkedIn 1st",,2023-01-18 16:23,No
Simon,Krämer,Prof. Dr. | Gesellschafter | Kinderradiologie | EBIR,"Gesellschafter, Klinik für Kinderradiologie",Klinikum Börm,"Germany, Börm, Schleswig-Holstein, Germany",Medical Practices,simon.krämer@mail.de,https://www.linkedin.com/in/simon-krämer-734506/,https://media.licdn.com/dms/image/v2/C5603AQFqs3yw7w3rt0azfazvs754u4zfvk2h6r64ms6ym6g854/profile-displayphoto-shrink_200_200/0/1634918689088?e=2147483647&v=beta&t=ANtxAwI7SwAKbYJ-yaUuLBaL61Ea4ybtVAYfj1oFSCM,,,,,,,,"LinkedIn,LinkedIn 1st",,2025-06-12 13:18,No
Vanessa,Kaiser,Prof. Dr. | sonstige | Nuklearmedizin | EBIR,"sonstige, Klinik für Nuklearmedizin",Klinikum Ballerstedt,"Germany, Ballerstedt, Sachsen-Anhalt, Germany",Medical Practices,vanessa.kaiser@mail.de,https://www.linkedin.com/in/vanessa-kaiser-983892/,https://media.licdn.com/dms/image/v2/C5603AQFmsyy95wgy4acso9x0jbe5duoousgvuio6wylhn1w46o/profile-displayphoto-shrink_200_200/0/1634918689088?e=2147483647&v=beta&t=ANtxAwI7SwAKbYJ-yaUuLBaL61Ea4ybtVAYfj1oFSCM,,,,,,,,"LinkedIn,LinkedIn 1st",,2023-03-12 12:42,No
Henry,Weber,Dr. med. | MTRA | Orthopädie & UCH | EBIR,"MTRA, Klinik für Orthopädie & UCH",Klinikum Teistungen,"Germany, Teistungen, Thüringen, Germany",Medical Practices,henry.weber@mail.de,https://www.linkedin.com/in/henry-weber-325959/,https://media.licdn.com/dms/image/v2/C5603AQFzitj597ut5e6uqldxuii7mleuxypgxuqrl2tl7ijxak/profile-displayphoto-shrink_200_200/0/1634918689088?e=2147483647&v=beta&t=ANtxAwI7SwAKbYJ-yaUuLBaL61Ea4ybtVAYfj1oFSCM,,,,,,,,"LinkedIn,LinkedIn 1st",,2023-01-25 16:40,No
Hannah,Groß,sonstige | Mammographie | EBIR,"sonstige, Klinik für Mammographie",Klinikum Weitenhagen,"Germany, Weitenhagen, Mecklenburg-Vorpommern, Germany",Medical Practices,hannah.groß@mail.de,https://www.linkedin.com/in/hannah-groß-249001/,https://media.licdn.com/dms/image/v2/C5603AQF7is94gmma1p1gj4pry2sdyekm9cfh2soo8ct2h1hcb7/profile-displayphoto-shrink_200_200/0/1634918689088?e=2147483647&v=beta&t=ANtxAwI7SwAKbYJ-yaUuLBaL61Ea4ybtVAYfj1oFSCM,,,,,,,,"LinkedIn,LinkedIn 1st",,2025-08-23 08:24,No
Anton,Schneider,Dr. med. | Gesellschafter | Pädiatrie/ Kindermedizin | EBIR,"Gesellschafter, Klinik für Pädiatrie/ Kindermedizin",Klinikum Reudelsterz,"Germany, Reudelsterz, Rheinland-Pfalz, Germany",Medical Practices,anton.schneider@mail.de,https://www.linkedin.com/in/anton-schneider-632393/,https://media.licdn.com/dms/image/v2/C5603AQFknxovbl97tu6jy3ho126q46xf0wa3u9jui9tohxzhgi/profile-displayphoto-shrink_200_200/0/1634918689088?e=2147483647&v=beta&t=ANtxAwI7SwAKbYJ-yaUuLBaL61Ea4ybtVAYfj1oFSCM,,,,,,,,"LinkedIn,LinkedIn 1st",,2025-09-17 16:25,No
Charlotte,Böhm,PD | Ltd. OA | Pädiatrie/ Kindermedizin | EBIR,"Ltd. OA, Klinik für Pädiatrie/ Kindermedizin",Klinikum Großdubrau,"Germany, Großdubrau, Sachsen, Germany",Medical Practices,charlotte.böhm@mail.de,https://www.linkedin.com/in/charlotte-böhm-869816/,https://media.licdn.com/dms/image/v2/C5603AQFcesr71jma3c1ga2cbpn15qbwx25s4dum9g0po9ztc4u/profile-displayphoto-shrink_200_200/0/1634918689088?e=2147483647&v=beta&t=ANtxAwI7SwAKbYJ-yaUuLBaL61Ea4ybtVAYfj1oFSCM,,,,,,,,"LinkedIn,LinkedIn 1st",,2023-06-21 10:26,No
Daniel,Baumann,Prof. Dr. | Standortleiter | Pädiatrie/ Kindermedizin | EBIR,"Standortleiter, Klinik für Pädiatrie/ Kindermedizin",Klinikum Büdelsdorf,"Germany, Büdelsdorf, Schleswig-Holstein, Germany",Medical Practices,daniel.baumann@mail.de,https://www.linkedin.com/in/daniel-baumann-551865/,https://media.licdn.com/dms/image/v2/C5603AQF0l2kxxclqlus1c0gxiptdgzta97rd8fjtbhss9g3p3e/profile-displayphoto-shrink_200_200/0/1634918689088?e=2147483647&v=beta&t=ANtxAwI7SwAKbYJ-yaUuLBaL61Ea4ybtVAYfj1oFSCM,,,,,,,,"LinkedIn,LinkedIn 1st",,2024-06-25 14:02,No
Lukas,Berger,Oberarzt | Diagnostische und Interventionelle Radiologie | EBIR,"Oberarzt, Klinik für Diagnostische und Interventionelle Radiologie",Klinikum Harth-Pöllnitz Wetzdorf,"Germany, Harth-Pöllnitz Wetzdorf, Thüringen, Germany",Medical Practices,lukas.berger@mail.de,https://www.linkedin.com/in/lukas-berger-599195/,https://media.licdn.com/dms/image/v2/C5603AQF911c4b5cz6dus0il78md0qqwp9i472c4me5cfbd8r9u/profile-displayphoto-shrink_200_200/0/1634918689088?e=2147483647&v=beta&t=ANtxAwI7SwAKbYJ-yaUuLBaL61Ea4ybtVAYfj1oFSCM,,,,,,,,"LinkedIn,LinkedIn 1st",,2023-04-10 10:18,No
Laura,Schuster,Prof. Dr. | sonstige | Chirurgie | EBIR,"sonstige, Klinik für Chirurgie",Klinikum Natendorf,"Germany, Natendorf, Niedersachsen, Germany",Medical Practices,laura.schuster@mail.de,https://www.linkedin.com/in/laura-schuster-897044/,https://media.licdn.com/dms/image/v2/C5603AQFvlo1nwghnhhq18iniwhobi56ae0jnhrsu9gxu9kvfy9/profile-displayphoto-shrink_200_200/0/1634918689088?e=2147483647&v=beta&t=ANtxAwI7SwAKbYJ-yaUuLBaL61Ea4ybtVAYfj1oFSCM,,,,,,,,"LinkedIn,LinkedIn 1st",,2023-03-15 18:56,No
Andrea,Möller,Dr. med. | sonstige | Pädiatrie/ Kindermedizin | EBIR,"sonstige, Klinik für Pädiatrie/ Kindermedizin",Klinikum Münchhausen,"Germany, Münchhausen, Hessen, Germany",Medical Practices,andrea.möller@mail.de,https://www.linkedin.com/in/andrea-möller-569013/,https://media.licdn.com/dms/image/v2/C5603AQFxflyamzzbpijlf7uiurbb9eti41ffggtinzazcyekml/profile-displayphoto-shrink_200_200/0/1634918689088?e=2147483647&v=beta&t=ANtxAwI7SwAKbYJ-yaUuLBaL61Ea4ybtVAYfj1oFSCM,,,,,,,,"LinkedIn,LinkedIn 1st",,2026-05-17 12:10,No
Oliver,Ludwig,Dr. | MTRA | Pädiatrie | EBIR,"MTRA, Klinik für Pädiatrie",Klinikum Isterberg,"Germany, Isterberg, Niedersachsen, Germany",Medical Practices,oliver.ludwig@mail.de,https://www.linkedin.com/in/oliver-ludwig-422866/,https://media.licdn.com/dms/image/v2/C5603AQFkiyt9rh7rtotwp7uci1c47pug45ac3moad5p9hywdza/profile-displayphoto-shrink_200_200/0/1634918689088?e=2147483647&v=beta&t=ANtxAwI7SwAKbYJ-yaUuLBaL61Ea4ybtVAYfj1oFSCM,,,,,,,,"LinkedIn,LinkedIn 1st",,2024-01-22 12:43,No
Klaus,Richter,Ltd. OA | Chirurgie | EBIR,"Ltd. OA, Klinik für Chirurgie",Klinikum Seefeld,"Germany, Seefeld, Schleswig-Holstein, Germany",Medical Practices,klaus.richter@mail.de,https://www.linkedin.com/in/klaus-richter-418591/,https://media.licdn.com/dms/image/v2/C5603AQFzsoa5duw41or5w75nj08vfbaf1ryqd8mz0u3956uf6c/profile-displayphoto-shrink_200_200/0/1634918689088?e=2147483647&v=beta&t=ANtxAwI7SwAKbYJ-yaUuLBaL61Ea4ybtVAYfj1oFSCM,,,,,,,,"LinkedIn,LinkedIn 1st",,2024-02-12 15:10,No
Frank,Becker,Dr. med. | Standortleiter | Mammographie | EBIR,"Standortleiter, Klinik für Mammographie",Klinikum Arenrath,"Germany, Arenrath, Rheinland-Pfalz, Germany",Medical Practices,frank.becker@mail.de,https://www.linkedin.com/in/frank-becker-861899/,https://media.licdn.com/dms/image/v2/C5603AQF1mo8l1s2azwcpevq2fm7n4e0mhgnc60oa9notf53hha/profile-displayphoto-shrink_200_200/0/1634918689088?e=2147483647&v=beta&t=ANtxAwI7SwAKbYJ-yaUuLBaL61Ea4ybtVAYfj1oFSCM,,,,,,,,"LinkedIn,LinkedIn 1st",,2024-01-14 10:16,No
Nina,Schumacher,Dr. med. | sonstige | Pädiatrie/ Kindermedizin | EBIR,"sonstige, Klinik für Pädiatrie/ Kindermedizin",Klinikum Sommerland,"Germany, Sommerland, Schleswig-Holstein, Germany",Medical Practices,nina.schumacher@mail.de,https://www.linkedin.com/in/nina-schumacher-261077/,https://media.licdn.com/dms/image/v2/C5603AQFtpbtxxsqaabjpz43cwnx7o5zizszc1ig0k4ga7nd40m/profile-displayphoto-shrink_200_200/0/1634918689088?e=2147483647&v=beta&t=ANtxAwI7SwAKbYJ-yaUuLBaL61Ea4ybtVAYfj1oFSCM,,,,,,,,"LinkedIn,LinkedIn 1st",,2026-05-02 10:29,No
Paul,Wolf,Dr. | Assistenzarzt | Orthopädie & UCH | EBIR,"Assistenzarzt, Klinik für Orthopädie & UCH",Klinikum Neuweiler,"Germany, Neuweiler, Baden-Württemberg, Germany",Medical Practices,paul.wolf@mail.de,https://www.linkedin.com/in/paul-wolf-247179/,https://media.licdn.com/dms/image/v2/C5603AQFhon3haid9f7x0wuczf292ylu4x6qcnbt812jtrvuloy/profile-displayphoto-shrink_200_200/0/1634918689088?e=2147483647&v=beta&t=ANtxAwI7SwAKbYJ-yaUuLBaL61Ea4ybtVAYfj1oFSCM,,,,,,,,"LinkedIn,LinkedIn 1st",,2026-03-20 16:35,No
Michael,Fischer,Dr. med. | MTRA | Psychiatrie | EBIR,"MTRA, Klinik für Psychiatrie",Klinikum Kasseburg,"Germany, Kasseburg, Schleswig-Holstein, Germany",Medical Practices,michael.fischer@mail.de,https://www.linkedin.com/in/michael-fischer-634067/,https://media.licdn.com/dms/image/v2/C5603AQFjgkn8tn63zyrlyd1k110200eqblgtu0ebr53aiw334k/profile-displayphoto-shrink_200_200/0/1634918689088?e=2147483647&v=beta&t=ANtxAwI7SwAKbYJ-yaUuLBaL61Ea4ybtVAYfj1oFSCM,,,,,,,,"LinkedIn,LinkedIn 1st",,2025-10-23 16:47,No
Christian,Keller,PD | Facharzt | Pädiatrie/ Kindermedizin | EBIR,"Facharzt, Klinik für Pädiatrie/ Kindermedizin",Klinikum Engelskirchen,"Germany, Engelskirchen, Nordrhein-Westfalen, Germany",Medical Practices,christian.keller@mail.de,https://www.linkedin.com/in/christian-keller-546415/,https://media.licdn.com/dms/image/v2/C5603AQF1h91eqx3i18v9urfkxt2hnovjp0p7b00tyn7qi5fdcf/profile-displayphoto-shrink_200_200/0/1634918689088?e=2147483647&v=beta&t=ANtxAwI7SwAKbYJ-yaUuLBaL61Ea4ybtVAYfj1oFSCM,,,,,,,,"LinkedIn,LinkedIn 1st",,2024-11-17 08:23,No
Noah,Müller,Dr. | sonstige | Orthopädie & UCH | EBIR,"sonstige, Klinik für Orthopädie & UCH",Klinikum Beindersheim,"Germany, Beindersheim, Rheinland-Pfalz, Germany",Medical Practices,noah.müller@mail.de,https://www.linkedin.com/in/noah-müller-851216/,https://media.licdn.com/dms/image/v2/C5603AQFilgdatxd3s7zmapuo0fifcyhgg2z97xje74ghka6jqr/profile-displayphoto-shrink_200_200/0/1634918689088?e=2147483647&v=beta&t=ANtxAwI7SwAKbYJ-yaUuLBaL61Ea4ybtVAYfj1oFSCM,,,,,,,,"LinkedIn,LinkedIn 1st",,2024-01-24 17:47,No
Thomas,Hoffmann,Gesellschafter | Chirurgie | EBIR,"Gesellschafter, Klinik für Chirurgie",Klinikum Obernkirchen Vehlen,"Germany, Obernkirchen Vehlen, Niedersachsen, Germany",Medical Practices,thomas.hoffmann@mail.de,https://www.linkedin.com/in/thomas-hoffmann-244093/,https://media.licdn.com/dms/image/v2/C5603AQF5x5wqn7djeetnaobgi1ghtj3gncfk7r9hmtkolvwrhi/profile-displayphoto-shrink_200_200/0/1634918689088?e=2147483647&v=beta&t=ANtxAwI7SwAKbYJ-yaUuLBaL61Ea4ybtVAYfj1oFSCM,,,,,,,,"LinkedIn,LinkedIn 1st",,2025-09-04 16:44,No
Martin,Sauer,Dr. med. | MTRA | Nuklearmedizin | EBIR,"MTRA, Klinik für Nuklearmedizin",Klinikum Bockhorn Adelheidsgroden,"Germany, Bockhorn Adelheidsgroden, Niedersachsen, Germany",Medical Practices,martin.sauer@mail.de,https://www.linkedin.com/in/martin-sauer-254792/,https://media.licdn.com/dms/image/v2/C5603AQFzd2usdqm8w4tpehpgx135bqugnr7ytu6kowbq3cev2m/profile-displayphoto-shrink_200_200/0/1634918689088?e=2147483647&v=beta&t=ANtxAwI7SwAKbYJ-yaUuLBaL61Ea4ybtVAYfj1oFSCM,,,,,,,,"LinkedIn,LinkedIn 1st",,2026-06-02 15:52,No
Mathilda,Huber,Assistenzarzt | Nuklearmedizin | EBIR,"Assistenzarzt, Klinik für Nuklearmedizin",Klinikum Strickscheid,"Germany, Strickscheid, Rheinland-Pfalz, Germany",Medical Practices,mathilda.huber@mail.de,https://www.linkedin.com/in/mathilda-huber-360067/,https://media.licdn.com/dms/image/v2/C5603AQFdvcl5afzzsrvercoz5756b6n6t7v6srvewu5u02ts34/profile-displayphoto-shrink_200_200/0/1634918689088?e=2147483647&v=beta&t=ANtxAwI7SwAKbYJ-yaUuLBaL61Ea4ybtVAYfj1oFSCM,,,,,,,,"LinkedIn,LinkedIn 1st",,2025-05-26 13:04,No
Christian,Fischer,Prof. Dr. | Facharzt | Diagnostische und Interventionelle Radiologie | EBIR,"Facharzt, Klinik für Diagnostische und Interventionelle Radiologie",Klinikum Weilheim in Oberbayern,"Germany, Weilheim in Oberbayern, Bayern, Germany",Medical Practices,christian.fischer@mail.de,https://www.linkedin.com/in/christian-fischer-763574/,https://media.licdn.com/dms/image/v2/C5603AQFsy8m9u3ghxwcwl0ryjhxdkzng6wd92nrykad8jyl1w6/profile-displayphoto-shrink_200_200/0/1634918689088?e=2147483647&v=beta&t=ANtxAwI7SwAKbYJ-yaUuLBaL61Ea4ybtVAYfj1oFSCM,,,,,,,,"LinkedIn,LinkedIn 1st",,2025-10-14 09:05,No
Hannah,Schubert,Dr. med. | Standortleiter | Mammographie | EBIR,"Standortleiter, Klinik für Mammographie",Klinikum Geilenkirchen,"Germany, Geilenkirchen, Nordrhein-Westfalen, Germany",Medical Practices,hannah.schubert@mail.de,https://www.linkedin.com/in/hannah-schubert-159074/,https://media.licdn.com/dms/image/v2/C5603AQFqlb6xjen1oxfxc2ul3d3gojtn51xvlvf37dwbl6vju3/profile-displayphoto-shrink_200_200/0/1634918689088?e=2147483647&v=beta&t=ANtxAwI7SwAKbYJ-yaUuLBaL61Ea4ybtVAYfj1oFSCM,,,,,,,,"LinkedIn,LinkedIn 1st",,2026-11-11 10:09,No
Mathilda,Schmidt,Dr. med. | Standortleiter | Pädiatrie/ Kindermedizin | EBIR,"Standortleiter, Klinik für Pädiatrie/ Kindermedizin",Klinikum Illesheim,"Germany, Illesheim, Bayern, Germany",Medical Practices,mathilda.schmidt@mail.de,https://www.linkedin.com/in/mathilda-schmidt-891105/,https://media.licdn.com/dms/image/v2/C5603AQF7u8f832lgbue1d1ujnjvxnauag31extlnu0nedyw7oj/profile-displayphoto-shrink_200_200/0/1634918689088?e=2147483647&v=beta&t=ANtxAwI7SwAKbYJ-yaUuLBaL61Ea4ybtVAYfj1oFSCM,,,,,,,,"LinkedIn,LinkedIn 1st",,2024-01-18 10:05,No
Lukas,Fischer,sonstige | Pädiatrie/ Kindermedizin | EBIR,"sonstige, Klinik für Pädiatrie/ Kindermedizin",Klinikum Peißen,"Germany, Peißen, Sachsen-Anhalt, Germany",Medical Practices,lukas.fischer@mail.de,https://www.linkedin.com/in/lukas-fischer-160505/,https://media.licdn.com/dms/image/v2/C5603AQFiyz7ltuqpuhs1lp5w6k26559obvx6gbsvnlkh9xq36f/profile-displayphoto-shrink_200_200/0/1634918689088?e=2147483647&v=beta&t=ANtxAwI7SwAKbYJ-yaUuLBaL61Ea4ybtVAYfj1oFSCM,,,,,,,,"LinkedIn,LinkedIn 1st",,2025-06-17 09:36,No
Frank,Meier,Dr. | MTRA | Nuklearmedizin | EBIR,"MTRA, Klinik für Nuklearmedizin",Klinikum Hechthausen,"Germany, Hechthausen, Niedersachsen, Germany",Medical Practices,frank.meier@mail.de,https://www.linkedin.com/in/frank-meier-527578/,https://media.licdn.com/dms/image/v2/C5603AQFkv4w3zxkts7d3t6yfmxrf27vkelp2bsxsqnii9tqzi9/profile-displayphoto-shrink_200_200/0/1634918689088?e=2147483647&v=beta&t=ANtxAwI7SwAKbYJ-yaUuLBaL61Ea4ybtVAYfj1oFSCM,,,,,,,,"LinkedIn,LinkedIn 1st",,2024-04-21 18:45,No
Lisa,Hartmann,Dr. | Ltd. OA | Chirurgie | EBIR,"Ltd. OA, Klinik für Chirurgie",Klinikum Böhen,"Germany, Böhen, Bayern, Germany",Medical Practices,lisa.hartmann@mail.de,https://www.linkedin.com/in/lisa-hartmann-191565/,https://media.licdn.com/dms/image/v2/C5603AQFim3uge1j8v8v2lnks8lhhdp0xfwxb98guxvjhja2hlg/profile-displayphoto-shrink_200_200/0/1634918689088?e=2147483647&v=beta&t=ANtxAwI7SwAKbYJ-yaUuLBaL61Ea4ybtVAYfj1oFSCM,,,,,,,,"LinkedIn,LinkedIn 1st",,2023-09-22 14:54,No
Ella,Simon,Dr. | MTRA | Anästhesie | EBIR,"MTRA, Klinik für Anästhesie",Klinikum Fehrbellin Tarmow,"Germany, Fehrbellin Tarmow, Brandenburg, Germany",Medical Practices,ella.simon@mail.de,https://www.linkedin.com/in/ella-simon-606837/,https://media.licdn.com/dms/image/v2/C5603AQF159xlef5pm3optm8g630s2i7xplnxpdm2lbpdub9iwg/profile-displayphoto-shrink_200_200/0/1634918689088?e=2147483647&v=beta&t=ANtxAwI7SwAKbYJ-yaUuLBaL61Ea4ybtVAYfj1oFSCM,,,,,,,,"LinkedIn,LinkedIn 1st",,2026-04-24 16:36,No
Mia,Möller,PD | Chefarzt | Kinderradiologie | EBIR,"Chefarzt, Klinik für Kinderradiologie",Klinikum Rheda-Wiedenbrück,"Germany, Rheda-Wiedenbrück, Nordrhein-Westfalen, Germany",Medical Practices,mia.möller@mail.de,https://www.linkedin.com/in/mia-möller-622842/,https://media.licdn.com/dms/image/v2/C5603AQFgcsqk8papeal7z941z3ycijvguyx9cf1xp6wqkdysg5/profile-displayphoto-shrink_200_200/0/1634918689088?e=2147483647&v=beta&t=ANtxAwI7SwAKbYJ-yaUuLBaL61Ea4ybtVAYfj1oFSCM,,,,,,,,"LinkedIn,LinkedIn 1st",,2026-05-05 18:54,No
Clara,Jung,Dr. med. | sonstige | Neuroradiologie | EBIR,"sonstige, Klinik für Neuroradiologie",Klinikum Hohenburg,"Germany, Hohenburg, Bayern, Germany",Medical Practices,clara.jung@mail.de,https://www.linkedin.com/in/clara-jung-535257/,https://media.licdn.com/dms/image/v2/C5603AQFeehy25lgutoc9vta7nzn7iwem7scaopm8gmpk3spbv5/profile-displayphoto-shrink_200_200/0/1634918689088?e=2147483647&v=beta&t=ANtxAwI7SwAKbYJ-yaUuLBaL61Ea4ybtVAYfj1oFSCM,,,,,,,,"LinkedIn,LinkedIn 1st",,2024-06-11 17:51,No
Sebastian,Huber,Oberarzt | Pädiatrie | EBIR,"Oberarzt, Klinik für Pädiatrie",Klinikum Orlamünde,"Germany, Orlamünde, Thüringen, Germany",Medical Practices,sebastian.huber@mail.de,https://www.linkedin.com/in/sebastian-huber-499903/,https://media.licdn.com/dms/image/v2/C5603AQFb2uigfrmtx1zoajd3efmhle1tn8nqlawon1uv4p99hw/profile-displayphoto-shrink_200_200/0/1634918689088?e=2147483647&v=beta&t=ANtxAwI7SwAKbYJ-yaUuLBaL61Ea4ybtVAYfj1oFSCM,,,,,,,,"LinkedIn,LinkedIn 1st",,2026-07-02 18:41,No
Ella,Haas,Facharzt | Chirurgie | EBIR,"Facharzt, Klinik für Chirurgie",Klinikum Unteregg,"Germany, Unteregg, Bayern, Germany",Medical Practices,ella.haas@mail.de,https://www.linkedin.com/in/ella-haas-352227/,https://media.licdn.com/dms/image/v2/C5603AQFdt1jep5qvhpvdbss80kvuhuw7krbrblug076pkwsqct/profile-displayphoto-shrink_200_200/0/1634918689088?e=2147483647&v=beta&t=ANtxAwI7SwAKbYJ-yaUuLBaL61Ea4ybtVAYfj1oFSCM,,,,,,,,"LinkedIn,LinkedIn 1st",,2025-07-21 15:01,No
Claudia,Hartmann,Dr. med. | Standortleiter | Gynäkologie | EBIR,"Standortleiter, Klinik für Gynäkologie",Klinikum Nörvenich,"Germany, Nörvenich, Nordrhein-Westfalen, Germany",Medical Practices,claudia.hartmann@mail.de,https://www.linkedin.com/in/claudia-hartmann-121574/,https://media.licdn.com/dms/image/v2/C5603AQF82ggr3b96i82jqr89oe27enlebpj27qnrfurrosngol/profile-displayphoto-shrink_200_200/0/1634918689088?e=2147483647&v=beta&t=ANtxAwI7SwAKbYJ-yaUuLBaL61Ea4ybtVAYfj1oFSCM,,,,,,,,"LinkedIn,LinkedIn 1st",,2025-02-22 15:16,No
Andreas,Becker,Prof. Dr. | Ltd. OA | Mammographie | EBIR,"Ltd. OA, Klinik für Mammographie",Klinikum Hohenfels,"Germany, Hohenfels, Baden-Württemberg, Germany",Medical Practices,andreas.becker@mail.de,https://www.linkedin.com/in/andreas-becker-755272/,https://media.licdn.com/dms/image/v2/C5603AQF29x5k19p2cvelmxpvb2aiu8t3ldmcl6gw7oqbamnqvh/profile-displayphoto-shrink_200_200/0/1634918689088?e=2147483647&v=beta&t=ANtxAwI7SwAKbYJ-yaUuLBaL61Ea4ybtVAYfj1oFSCM,,,,,,,,"LinkedIn,LinkedIn 1st",,2024-12-26 15:33,No
Finn,Walter,Ltd. OA | Diagnostische und Interventionelle Radiologie | EBIR,"Ltd. OA, Klinik für Diagnostische und Interventionelle Radiologie",Klinikum Marxen,"Germany, Marxen, Niedersachsen, Germany",Medical Practices,finn.walter@mail.de,https://www.linkedin.com/in/finn-walter-854189/,https://media.licdn.com/dms/image/v2/C5603AQFy6aerel5wn7nsiw35f0sq7f9jlh2orzynyzni4dr4rw/profile-displayphoto-shrink_200_200/0/1634918689088?e=2147483647&v=beta&t=ANtxAwI7SwAKbYJ-yaUuLBaL61Ea4ybtVAYfj1oFSCM,,,,,,,,"LinkedIn,LinkedIn 1st",,2023-12-16 14:28,No
Sofia,Vogt,Dr. med. | sonstige | Gynäkologie | EBIR,"sonstige, Klinik für Gynäkologie",Klinikum Boxberg/Oberlausitz,"Germany, Boxberg/Oberlausitz, Sachsen, Germany",Medical Practices,sofia.vogt@mail.de,https://www.linkedin.com/in/sofia-vogt-494588/,https://media.licdn.com/dms/image/v2/C5603AQF87phh0k3i32ugs0zhp50q47c3xv0ltfs16mx065lepx/profile-displayphoto-shrink_200_200/0/1634918689088?e=2147483647&v=beta&t=ANtxAwI7SwAKbYJ-yaUuLBaL61Ea4ybtVAYfj1oFSCM,,,,,,,,"LinkedIn,LinkedIn 1st",,2026-09-16 12:39,No
Peter,Zimmermann,Prof. Dr. | Oberarzt | Psychiatrie | EBIR,"Oberarzt, Klinik für Psychiatrie",Klinikum Schrum,"Germany, Schrum, Schleswig-Holstein, Germany",Medical Practices,peter.zimmermann@mail.de,https://www.linkedin.com/in/peter-zimmermann-753453/,https://media.licdn.com/dms/image/v2/C5603AQFrkzcwiluvpjsh0tp66p4tye1ipybl274dvhgt32eowe/profile-displayphoto-shrink_200_200/0/1634918689088?e=2147483647&v=beta&t=ANtxAwI7SwAKbYJ-yaUuLBaL61Ea4ybtVAYfj1oFSCM,,,,,,,,"LinkedIn,LinkedIn 1st",,2023-02-25 13:07,No
Theo,Böhm,Facharzt | Mammographie | EBIR,"Facharzt, Klinik für Mammographie",Klinikum Wehrbleck,"Germany, Wehrbleck, Niedersachsen, Germany",Medical Practices,theo.böhm@mail.de,https://www.linkedin.com/in/theo-böhm-377497/,https://media.licdn.com/dms/image/v2/C5603AQF24m9dvdqnlyqb2kpu1tysd66b5sqmr30q6k79e8ypxg/profile-displayphoto-shrink_200_200/0/1634918689088?e=2147483647&v=beta&t=ANtxAwI7SwAKbYJ-yaUuLBaL61Ea4ybtVAYfj1oFSCM,,,,,,,,"LinkedIn,LinkedIn 1st",,2025-12-13 14:28,No
